"Day","Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Collateral.Damage","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fight.for.Survival","Fireborn","First.Snow","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","From.Dust","Frozen.Trail","Grand.Spectrum","Growing.Agony","Hair.Trigger","Hazardous.Research","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inevitability","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.and.Influence","Might.in.All.Forms","Mutated.Growth","Omen.on.the.Winds","Overwhelming.Odds","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pugilist","Pure.Talent","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Ring.of.Blades","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Soul.s.Wick","Spire.of.Stone","Spirit.Guards","Spirited.Response","Spreading.Rot","Static.Electricity","Steel.Spirit","Sudden.Ignition","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Anima.Stone","The.Blue.Dream","The.Blue.Nightmare","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","The.Vigil","To.Dust","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Violent.Dead","Volley.Fire","Warlord.s.Reach","Watcher.s.Eye","Weight.of.Sin","Weight.of.the.Empire","Wildfire","Winter.s.Bounty","Winter.Burial","Might.of.the.Meek","Combat.Focus","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Fortress.Covenant","Glorious.Vanity","Lethal.Pride","Militant.Faith","Quickening.Covenant","Army.of.Bones","Thread.of.Hope"
79,"2018-05-19","Bestiary","UniqueJewel",0.95,1.17,0.44,0.44,0.89,0.44,0.75673,0.44,0.44,0.44,0.45,1.42,0.9451,0.15531,0.44,0.43,1,0.44,0.21041,0.44,2.719,3.19102,3,0.44,253.01,1940.12,554.32,277.375,0.1202,8,1,79.97551,0.78224,1,0.56735,0.44,0.44,0.44,2,1,0.99,2,0.43,0.44,0.44,0.4451,0.44,0.44,10.78,0.44,0.44,21.40388,3,10,51.29531,0.32,0.82,0.44,0.44,0.37,1.15,0.43,0.44,0.44,0.44,0.32,1,1,7.54041,20,0.44,12.53061,0.44,0.4351,13.64061,0.44,0.44,1.94289,1.88245,0.4,0.44,0.44,0.44,0.41,0.44,0.9302,0.35,0.4251,0.44,0.44,0.25,55.89133,80,696.35,0.44,78.1,1392.7,4,416.45211,1007.72,0.44,20,1,0.54,0.93,0.4451,0.44,0.34,69.3651,0.99,0.44,0.9751,0.44,0.44,52.14367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"2018-05-20","Bestiary","UniqueJewel",1,4.5,0.44,0.3201,0.94333,0.46,1,0.46,0.46,0.46,0.46,1.42,1,0.17,0.46,0.45,1,0.46,0.2401,0.46,1,2.62133,2.61082,0.46,159.05,1159.78,297.035,180.8225,0.46,9,0.9202,67.21112,0.46,1.09063,0.46,0.46,0.46,0.45,2,1,1,1.8,0.46,0.46,0.46,0.79102,0.46,0.46,11.02,0.46,0.46,30.00816,3,10,51.12,0.46,1,0.46,0.46,0.44,1.07,0.4501,0.45,0.46,0.46,0.44,0.47,1,7.86163,27.22163,0.36,17.46306,0.46,0.46,12.63214,0.46,0.46,1.45,1,0.45,0.46,0.46,0.44,0.46,0.46,1,0.45,0.46,0.46,0.46,0.2,60.3568,70.91,675.25,0.46,78.04,1353.7,4,404.94,1012.167,0.46,21.85041,1,0.58414,0.94,0.46,0.46,0.34,50,0.99,0.46,1,0.4401,0.46,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"2018-05-21","Bestiary","UniqueJewel",1.57111,3.27,0.2702,0.3502,0.95,0.45,0.49061,0.45,0.45,0.45,0.45,1.42,1,0.4,0.45,0.45,1,0.45,0.36,0.45,1,2,3.93143,0.39,155.03667,1166.73167,278.6775,206.9425,0.4351,10,0.46,47.62265,0.45,1.74677,0.45,0.45,0.45,0.41,2,1,0.9551,2,0.45,0.45,0.45,0.9951,0.45,0.45,19.15,0.45,0.45,29.76776,3,10,50.26245,0.45,0.46,0.45,0.45,0.97,1,0.45,0.45,0.45,0.45,0.44,0.48,1,9.24531,28,0.37,16.81,0.45,0.45,14.1,0.45,0.45,1.52,1,0.4351,0.45,0.45,0.38,0.45,0.45,1,0.38,0.44,0.45,0.45,0.21,60,68.75,529.84,0.45,72.02,0,4,390.79038,1151.87,0.45,24.59571,1,1,0.89,0.45,0.45,0.38,44.94898,0.88,0.45,1,0.38,0.45,49.21633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"2018-05-22","Bestiary","UniqueJewel",1.28,2.72,0.2802,0.45,0.96471,0.45,1,0.45,0.6601,0.45,0.4501,1,1,0.42031,0.45,0.4,1,0.45,0.33,0.45,2.91,4.04561,4,0.44,164.85625,1066.34,273.0125,219.07929,0.39031,10,1,79.54,0.66092,1.11,0.45,0.45,0.45,0.45,2.64,1,0.98,1.94859,0.45,0.45,0.45,0.45,0.42,0.45,20.73,0.45,0.45,37.12143,3,5.27,54,0.45,0.45,0.45,0.45,1,0.97,0.45,0.45,0.45,0.45,0.45,0.45,1,11,35,0.41,15.3902,0.45,0.45,15.00041,0.4,0.45,1.7,2,0.44,0.45,0.45,0.39,0.45,0.45,0.92,0.42,0.45,0.45,0.42,0.11,60.82,68.3,0,0.45,76.81,643.15,4,385.59,973.78,0.45,20.82276,1,1,0.9094,0.45,0.45,0.44,51.88469,0.99,0.45,1,0.3501,0.45,43.7101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"2018-05-23","Bestiary","UniqueJewel",1,2.98,0.44,0.45,1,0.45,0.83,0.45,1,0.45,0.82571,1.43,1,0.38,0.45,0.45,1,0.45,0.33,0.45,3.28,4.66,4,0.45,166.31,1053.66667,275.38,221.03,0.18531,8.57,0.6002,80,0.91,1,0.45,0.45,0.45,0.43,2.14,1,1,2,0.43,0.45,0.45,0.50612,0.45,0.45,11.46,0.45,0.45,40,3,5,50,0.42,0.45,0.45,0.45,0.45,0.98,0.42,0.45,0.45,0.45,0.45,0.51,1,11.06,34.20082,0.42,15.0051,0.45,0.45,13.87,0.45,0.45,1.79,2.12,0.4351,0.45,0.45,0.45,0.45,0.45,0.96,0.45,0.45,0.45,0.4151,0.22,62.66143,75,0,0.45,82.17,650.1,3.77571,390.06,1315.54,0.45,22.53184,1,1,0.97,0.45,0.45,0.45,78.57571,0.9475,0.45,1,0.3,0.45,47.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"2018-05-24","Bestiary","UniqueJewel",1,2.8,0.43,0.43,1,0.43,1,0.43,0.9802,0.43,0.43,1.46,1,0.39,0.43,0.43,1,0.43,0.33,0.43,3.28,4.65357,5,0.43,166.31,1040.16,275.38,218.17,0.3501,8,0.86,88.54837,0.6801,1,0.43,0.43,0.43,0.43,2.97,1,1,1.85,0.43,0.6101,0.39,0.59051,0.42,0.43,27.55,0.43,0.43,38.86071,3,5.50583,50,0.41,0.44,0.43,0.43,0.43,0.94,0.43,0.43,0.43,0.43,0.43,0.43,1,12,31.33857,0.42,14.9,0.44,0.37,13.70143,0.4101,0.43,2,2.17714,0.43,0.43,0.43,0.43,0.43,0.43,1,0.43,0.43,0.43,0.43,0.31,72.36,75,0,0.43,77.18,650.1,4,390.06,1346.23,0.43,23.48296,1,1,0.97,0.43,0.43,0.43,84.46704,0.99614,0.5,1,0.42,0.43,58.90878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"2018-05-25","Bestiary","UniqueJewel",1,4.75,0.42,0.42,1,0.42,1,0.42,0.98,0.42,0.42,1,1,0.42,0.42,0.42,1,0.42,0.41,0.42,2.74,4.13551,3.85367,0.42,175.11,1032.12,270.635,217.60143,0.4,8,1,94.48143,0.68102,1.21,0.73,0.42,0.42,0.42,3,1,1,1.39,0.42,0.4351,0.42,0.42,0.42,0.42,27.55,0.42,0.42,44.17633,3.75686,4.96,49.9951,0.42,0.49,0.42,0.42,0.42,0.95,0.42,0.43,0.42,0.42,0.42,0.42,1,9.81388,34.04082,0.42,13.23,0.49,0.42,9.84,0.42,0.42,2,2.37,0.42,0.44,0.42,0.42,0.42,0.4851,1,0.42,0.42,0.42,0.42,0.42,70,75,774.12,0.42,82.77,643.2,4.92061,385.89692,1281.4,0.42,23.12469,1,0.99,0.98,0.42,0.42,0.42,100.24143,0.93,0.42,0.8951,0.42,0.42,59.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"2018-05-26","Bestiary","UniqueJewel",1,4.3,0.41,0.41,1,0.41,1,0.41,1,0.41,0.41,1,1,0.4001,0.41,0.41,1,0.41,0.39,0.41,2.57,4,7.21,0.41,175.79,1062.61,258.04,218.28,0.39,7,0.8202,93.8,0.5,1,0.41,0.41,0.41,0.41,3,1,1,2,0.41,0.41,0.41,0.41,0.41,0.41,28.15,0.41,0.41,39.3402,3,5.06,50,0.39,0.42,0.41,0.41,0.41,0.99,0.41,0.41,0.41,0.41,0.41,0.41,1,9,31.60469,0.41,12.02,0.41,0.41,14.66,0.41,0.41,1.75,2,0.41,0.45,0.41,0.41,0.41,0.41,0.98,0.41,0.41,0.41,0.41,0.41,64.86735,73.36889,774.12,0.41,66.69,646,4.0048,395.51,1290.2,0.41,25,1,0.61,0.99,0.41,0.41,0.41,83.00367,0.96,0.41,1,0.4,0.4,67.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"2018-05-27","Bestiary","UniqueJewel",1.784,4.05,0.4,0.4,1,0.4,0.62031,0.4,0.7301,0.4,0.4,1,1,0.2601,0.4,0.4,1,0.4,0.4,0.4,3.5,4.04,5,0.4,282.615,1026.32,258.17,257.06,0.39,7,0.8501,93.9,0.4,1.74868,0.4,0.4,0.4,0.4,2.92,0.9901,1,1.58,0.4,0.4,0.4,0.4,0.4,0.4,27.7,0.4,0.4,40.00878,3,4.98,51.38684,0.39,0.4,0.4,0.4,0.4,1,0.4,0.4,0.4,0.4,0.4,0.41,1,8.62,35.6151,0.4,14.19439,0.4,0.4,15,0.3801,0.4,2.06,3,0.4,0.4,0.4,0.4,0.4,0.4,0.98,0.4,0.38,0.4,0.4,0.4,66.985,99.73,772.11,0.4,65.67462,718.915,5,424.425,1210.84,0.4,26.82,1,1,1,0.4,0.4,0.4,100.00755,1,0.4,1,0.4,0.4,75.17714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"2018-05-28","Bestiary","UniqueJewel",1.38,3.79,0.38,0.38,1,0.38,0.62643,0.38,0.38,0.38,0.38602,1,1,0.36,0.38,0.38,1,0.38,0.38,0.38,2.2475,3.8301,4.97,0.38,253,761.82,379.5,253,0.13,7,1,90,0.9252,2,0.38,0.38,0.38,0.38,2,0.98,1,1.96047,0.38,0.38,0.38,0.53337,0.38,0.38,15.88,0.38,0.38,40.21061,2.53465,7.16,55,0.38,0.38,0.38,0.38,0.38,1,0.38,0.38,0.38,0.38,0.38,0.39,1,12.25143,41.3,0.38,15.01,0.38,0.38,14.78245,0.38,0.38,2.29,2,0.38,0.38,0.38,0.38,0.38,0.38,0.93,0.38,0.32612,0.38,0.38,0.28,69.46,100,759,0.38,69.69,647.43,4.58449,406.08857,1168.286,0.38,28.20204,1,0.61,1,0.38,0.38,0.38,91.28408,1,0.38,1,0.38,0.38,90.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-12-07","Betrayal","UniqueJewel",1,1,0.25538,0.61395,0,1,0.2649,1,1,0.9,0.27854,0,4,0.26105,1,0.2581,10,0,0,1,0,2.00182,0.99217,1,0,0,0,0,0.25905,16,1.23333,26.405,0.43633,1,1,1,1,0.26294,2,2,0.95663,2,0.252,0.96944,0.87034,0.90908,0,0.26235,0,0.51222,1,0,11.33261,2.87,11.205,0,0,0.6205,0.87449,1,0,0.265,0.26383,1.04,0,0.81379,0,1,2,16.01077,0.72643,17.98821,0,0.26762,0.46333,0.27586,0.26125,10.295,3,0.27077,0.42409,1,0.95871,0.26111,0.26653,5.59,0.81455,0.2575,0.28,0.28,0.28,0,0,0,0.33655,0,0,3,0,0,0.72083,2.23,1,0.30531,30.4,0.58071,0.26634,0.55333,0,0,0.26327,1,0.54526,0.26816,25.63273,5,0,0,0,0,0,0,272.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-12-08","Betrayal","UniqueJewel",0.25,0.92776,0.24,0.24,1,0.24,0.24,0.24,0.48,1,0.24,1,10.35903,0.24,0.71163,0.24,0.73347,0.24,0.24,0.24959,10,2.68857,1,0.25,60,0,0,0,0.24,5.28561,1,5,0.24,0.48,0.29,1,0.24,0.24,3.84135,2,0.24,2,0.24,1,0.24,0.24,4.2925,0.24,3,0.24,0.24,53.93933,4,1,25,0.26,0.81983,0.24,0.24,0.26,1.52,0.24,0.24,1,0.95638,0.24,0.26,1,3,15,0.24,3,5,0.24,0.24,0.24,0.24,1,5.05875,0.24,0.24,1,0.24,0.24,0.24,1,0.24,0.24,0.24,0.2351,0.22,31.85625,0,0,0.24,66.4575,0,4.60082,35.38,0,1,1.88806,2,0.24,0.5,0.24,0.24,0.24,60.46,1,0.24,0.24,0.50286,0.24,24,9,0.94133,1,1,0,0,20,166.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-12-09","Betrayal","UniqueJewel",0.34,1,0.32,0.32,1,0.32,0.32,0.32,0.34,1,0.32,1,29,0.32,0.35,0.32,0.32,0.32,0.32,0.32,1,2.90102,2,0.32,60,1145.6,286.4,577.6,0.32,10,1,2,0.32,1,0.35,0.34,0.32,0.32,6,1,0.32,2,0.32,0.3201,0.32,0.32,1,0.32,1,0.32,0.32,74.6,4,1,30,0.32,0.32,0.32,0.32,0.32,1,0.32,0.32,1,0.58204,0.32,0.32,1,8,24.50265,0.32,2,3,0.32,0.32,0.32,0.32,1,8.00214,0.32,0.32,0.34,0.32,0.32,0.32,0.34,0.32,0.32,0.32,0.3101,0.27,41.70389,41.12,0,0.32,40,0,6,37.5125,0,1,1,2,0.32,0.5602,0.32,0.32,0.32,40,1,0.32,0.32,0.32,0.32,39,9.00051,0.32,0.3201,0.34,57.76,57.51,292.5,282.62721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-12-10","Betrayal","UniqueJewel",0.43,0.86,0.43,0.4251,1,0.4151,0.43,0.43,0.8151,1,0.43,1,45,0.4251,0.43,0.4251,0.43,0.43,0.4251,0.43,1,2,2,0.43,143.84,1042.65,143.84,287.68,0.4151,10.94,1,1,0.43,1,0.4351,0.43,0.43,0.43,6,1,0.43,2,0.43,0.43,0.43,0.43,1,0.43,1,0.43,0.4251,117.24513,3,1,30,0.43,0.43,0.43,0.43,0.43,1,0.43,0.43,1,0.43,0.4151,0.43,1,12,25.17816,0.43,2,2,0.43,0.43,0.4251,0.43,1,6,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.4251,0.32,0.38082,45,20,0,0.43,20,0,7,35,422.94,1,2,1.90551,0.43,0.83,0.43,0.4251,0.43,27.46857,0.43,0.43,0.43,0.43,0.43,58.55918,7.05612,0.43,0.43,0.43,72.5,69.32,65.87625,428.47286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-12-11","Betrayal","UniqueJewel",0.46,0.8851,0.46,0.46,1,0.46,0.46,0.46,0.8751,0.92,0.46,1,64.05469,0.46,0.46,0.46,0.46,0.46,0.46,0.46,1,2,3,0.46,151.585,750.1,150.02,300.04,0.46,11.06633,1,1,0.46,1,0.46,0.46,0.46,0.46,6,1,0.46,2,0.46,0.46,0.46,0.46,1,0.46,0.92,0.46,0.46,114.77789,3,1,25,0.46,0.46,0.46,0.46,0.46,1,0.46,0.46,0.92,0.46,0.46,0.46,1,18,25,0.46,3,1,0.46,0.46,0.46,0.46,0.92,5,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.4202,0.44,53.19714,21.082,0,0.46,17.7065,0,5,71.67962,392.72,1,2,1.6102,0.46,0.46,0.46,0.46,0.46,30.2398,0.91531,0.46,0.46,0.46,0.46,66.53061,6,0.46,0.46,0.46,73.074,67.8,42.55,508.45286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-12-12","Betrayal","UniqueJewel",0.48,0.48,0.48,0.35,0.98,0.48,0.48,0.48,0.96,0.96,0.35,0.89531,69.96082,0.4251,0.47,0.47,0.48,0.4451,0.35,0.47,1,2,3,0.4751,96.06,1744.9,436.225,187.76,0.37,11,1,1,0.48,1,0.48,0.48,0.48,0.4602,5.66531,1,0.48,2,0.46,0.48,0.47,0.48,0.9702,0.48,0.9851,0.48,0.48,124.45,4,1,21.5249,0.4751,0.48,0.4,0.48,0.48,0.96,0.44041,0.36,0.90531,0.48,0.4751,0.48,2,19,24,0.47,3,1,0.3551,0.48,0.48,0.48,0.96,3,0.48,0.44,0.48,0.48,0.48,0.48,0.48,0.48,0.36,0.35,0.35,0.35,50.518,21.4469,0,0.48,22.9255,0,4.5102,82.77429,379.685,1,2,1,0.48,0.48,0.48,0.36,0.38,32.08918,0.48,0.3651,0.48,0.48,0.47,59.82857,5,0.48,0.48,0.48,81.15875,49.95,30,696.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-12-13","Betrayal","UniqueJewel",0.52,0.52,0.4,0.4051,0.76,0.5102,0.52,0.52,1,0.8002,0.4051,1,65,0.4,0.51,0.5,0.52,0.52,0.4,0.49,1,2,3,0.4702,92.6,6681.28,2293.83,112.22667,0.5,11.10204,1,1,0.52,1,0.52,0.52,0.49,0.4,4,1,0.52,2,0.41,0.52,0.4,0.52,1,0.52,1,0.52,0.4951,120.0902,3.69061,1,17,0.4951,0.5,0.4,0.4151,0.4,0.89571,0.4702,0.43531,0.52,0.4902,0.4,0.52,2,18,20,0.4,3,1,0.41,0.52,0.47041,0.4802,0.67,3,0.41,0.4702,0.52,0.4,0.49,0.52,0.52,0.4951,0.48,0.4,0.4,0.38,48,19.16441,0,0.52,75.73071,0,4,91.045,444.575,1,1.96082,1,0.5051,0.52,0.52,0.4,0.4,37.40571,0.5051,0.4,0.52,0.52,0.41,59.59837,5,0.4,0.47,0.5151,94.472,231.9175,40.79,804.26204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-12-14","Betrayal","UniqueJewel",0.55,0.90531,0.46531,0.4151,0.55,0.54,0.56,0.51,1,1,0.43,1,60,0.4251,0.4951,0.43,0.55,0.5251,0.33531,0.45531,1,2,3,0.54,59.4,5455.0475,1911.6425,98.84,0.4551,15,1,1,0.51,1,0.55,0.55,0.5051,0.43,3,1,0.54,2,0.38061,0.55,0.5351,0.55,0.93,0.4651,1,0.54,0.5251,152.52021,4,1,15,0.4902,0.43,0.43,0.43,0.43,1,0.4851,0.43,0.55,0.54,0.43,0.5451,1.90531,17.59184,17,0.43,4,1,0.4251,0.5451,0.5351,0.43,0.56,2,0.43,0.42,0.5451,0.54,0.43,0.55,0.55,0.54,0.4351,0.43,0.35,0.28531,41.53,19,0,0.55,192.96,0,3,98.49688,0,1,1.80714,1,0.46,0.56,0.54,0.43,0.38,35.3151,0.55,0.43,0.55,0.54,0.42,64.64,4,0.43,0.54,0.5351,96.48,107.8,39.12,670.50122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-12-15","Betrayal","UniqueJewel",0.5651,1,0.44,0.3751,0.74,0.5302,0.57,0.43,1,1,0.43,1,60.68367,0.44531,0.4902,0.47,0.56,0.56,0.42,0.56,1,2,2.92551,0.43,98.67,1492.5,199,206.0425,0.46531,14.23653,1,1,0.4451,1,0.56,0.56,0.43,0.5,3,1,0.56,2,0.43,0.56,0.5251,0.56,0.6351,0.43,1,0.56,0.43,140,3.11061,1,15,0.52,0.43,0.43,0.43,0.43,0.98,0.54,0.43,0.56,0.43,0.43,0.56,1,16.91184,13.78612,0.43,4,1,0.43,0.55,0.56,0.46531,0.56,2,0.39,0.4451,0.54,0.43,0.43,0.56,0.56,0.43,0.4951,0.43,0.3202,0.22531,38.49047,17.95317,0,0.56,187.91667,0,2.63102,78.75735,689.64,1,1,1,0.55,0.97,0.43,0.43,0.43,31.95776,0.56,0.42,0.56,0.43,0.43,68.59633,3.44551,0.5,0.43,0.43,50,50,43.72,547.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-12-16","Betrayal","UniqueJewel",0.58,1,0.43,0.43,0.58,0.4551,0.58,0.4551,1,1,0.42,0.98,62.58367,0.51,0.43,0.4951,0.58,0.43,0.43,0.5651,1,1,2,0.43,75.78,1455,194,194,0.4802,13.85796,1,1,0.4651,1,0.57,0.57,0.4751,0.4702,2,1,0.57,2,0.4251,0.57,0.4402,0.57,0.58,0.47041,1,0.5202,0.43,130,3,1,11,0.5351,0.43,0.43,0.41,0.43,0.58,0.43,0.44,0.5302,0.5102,0.43,0.57,1,15,12,0.4702,4.38673,1,0.43,0.4702,0.43,0.40531,0.7151,1,0.46531,0.37531,0.43,0.5051,0.43,0.5651,0.57,0.43,0.45041,0.42,0.3951,0.1,34.33656,17.33143,0,0.58,184.3,466.7,2,60,609.16,1,1,1,0.5351,0.5751,0.43,0.37,0.4,29.20286,0.58,0.4102,0.57,0.43,0.43,85,3,0.46041,0.43,0.43,30,49.70023,50.75,599.42857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-12-17","Betrayal","UniqueJewel",0.98,0.6251,0.5302,0.4351,0.84,0.5351,0.59,0.44,1,0.61531,0.44,1,64.54245,0.3851,0.44,0.51531,0.59,0.59,0.33,0.59,1,2,2,0.43,76.18,1484.7,209.63667,167.905,0.58,15,1,1,0.44,1,0.59,0.59,0.5451,0.44,2,1,0.44,2.78041,0.46,0.59,0.4951,0.59,0.5951,0.44,1,0.5702,0.44,159.40408,3,1.20408,14.37694,0.53,0.44,0.44,0.44,0.44,0.59,0.44,0.35,0.5202,0.44,0.3751,0.59,2,17,12.71102,0.44,5,1,0.44,0.57,0.4351,0.3851,0.9302,1,0.44,0.44,0.44,0.44,0.5751,0.51,0.59,0.44,0.52041,0.44,0.07,0.1,38.88776,16,0,0.6,224.57,464.35,2,69.33458,428.795,1,1,1,0.59,0.64531,0.44,0.44,0.43,30.91735,0.59,0.35,0.59,0.5202,0.44,91.54755,3,0.44,0.44,0.45,30,45,59.09091,790.58286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-12-18","Betrayal","UniqueJewel",1,1,0.6,0.4302,0.6,0.46,0.6,0.57,1,1,0.4302,1,60.00276,0.5102,0.45,0.56,0.6,0.6,0.0702,0.6,1,1,2.28255,0.45,78.65667,1643.85,257.88,276.01333,0.6,16.43582,1,1,0.4901,1,0.6,0.5802,0.58,0.6,2,1,0.6,3,0.4801,0.5,0.5202,0.6,0.6,0.5401,0.94,0.6,0.45,178.24806,3,1.52041,14.0001,0.6,0.46,0.5201,0.37,0.4102,0.6,0.5101,0.45,0.46,0.45,0.36,0.6,2,18,10,0.46,7,1,0.48,0.6,0.55031,0.5701,1,1,0.3802,0.39,0.4501,0.59,0.5102,0.46,0.6,0.46,0.6,0.45,0.27,0.4001,38.00327,16,0,0.6,268.75154,690.12,2,102.16087,577.3125,1,1,1,0.6,0.8401,0.4601,0.3901,0.44,35.00204,0.6,0.4101,0.6,0.46,0.45,115.50071,3,0.56,0.56,0.46,25,45,55.0263,993.52663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-12-19","Betrayal","UniqueJewel",1,0.61,0.5551,0.4651,0.91551,0.4851,0.61,0.4951,1,1,0.4651,1,62.0102,0.46531,0.52,0.4951,0.61,0.61,0.46,0.61,1,1,2.92551,0.46,120.02,1800.3,360.06,240.04,0.48,18.05,1,1,0.4951,1,0.6,0.6,0.47,0.5051,1.93612,1,0.6,3,0.6,0.6,0.54,0.61,0.61,0.5002,0.79,0.6,0.44,187.76878,3,1.57673,14,0.59,0.4902,0.4251,0.4751,0.5002,0.61,0.4651,0.4602,0.48,0.48,0.39,0.5402,2,19.28,10.94571,0.4551,7.97551,1,0.4751,0.5651,0.4851,0.5402,1,1,0.4851,0.4251,0.4651,0.4851,0.48,0.48,0.5751,0.4,0.59,0.4751,0.21041,0.35,38,15,0,0.64531,323.59286,663.03,2,101.9971,542.435,1,1,1,0.6,0.61,0.53531,0.42,0.4751,39.34857,0.6,0.4451,0.61,0.49,0.47,144.66041,3,0.48,0.48,0.48,30,45.96696,60,1172.37776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-12-20","Betrayal","UniqueJewel",1,0.65,0.6,0.52,0.6,0.59,0.6,0.57,1,1,0.5151,1,55,0.49531,0.48,0.48,0.6,0.6,0.48,0.6,1,1,2,0.48,126.42333,1897.8,379.3425,253.04,0.59,16.87082,1,1,0.5751,1,0.6,0.6,0.48,0.4951,1.05102,1,0.6,2.88592,0.48,0.6,0.48,0.6,0.6,0.6,0.93,0.59,0.4351,180.8902,3,1.49918,13.35714,0.5702,0.56,0.5951,0.4602,0.4751,0.86571,0.48,0.5002,0.48,0.45,0.41,0.6,2,19,10,0.42,7.72,1,0.5402,0.6,0.54531,0.52,0.99,1,0.48,0.42,0.48,0.48,0.5851,0.5051,0.49,0.4451,0.48,0.48,0.4351,0.36,38,15,325.78,1,383.01667,903.595,1,151.9546,546.80417,1,1,1,0.48,0.63,0.49,0.4751,0.42,34.58816,0.48,0.4451,0.6,0.48,0.5302,136.6651,3,0.42,0.48,0.48,30,40.75883,45,1097.25673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
