"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Cameria.s.Avarice","Corona.Solaris","Disintegrator","Dreadbeak","Dreadsurge","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Enmity.Divine","The.Rippling.Thoughts","The.Stormwall","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
79,"2017-10-21","Harbinger","UniqueWeapon",0.2549,0.26,9.75745,10.27,9.94824,11.53196,NA,0.2549,0.26,1.03353,1.03333,6.35412,NA,0.25627,245.28588,NA,0.23216,0.26,NA,NA,0.40471,0.09,0.12098,0.98,0.53529,16.25157,1,295.04294,0.50118,0.20549,NA,1.0798,1,0.25686,0.44725,46.62255,0.17451,0.23196,0.19216,0.38686,0.27176,20.50627,0.2402,1,0.26255,51.94824,0.86608,1,5.43294,0.23275,1.00765,34.6098,1.12745,0.98608,0.26,0.93451,0.25961,0.26,0.26,0.23118,0.09157,0.26,0.21412,0.25667,0.25902,0.23314,0.16373,NA,1,3.1949,0.26,1,0.64529,0.26,NA,3.87314,0.15314,0.60176,0.99137,0.26,0.26,0.18196,1,0.27353,39.06353,0.25588,24.3302,13.08549,0.25961,1,0.26,0.22882,0.24098,0.95353,0.26333,0.44824,0.16863,0.25843,3.70098,0.99686,0.26,12.63843,0.25961,0.49922,0.19039,0.26,NA,2.3002,0.26,0.20608,0.26,0.2149,NA,0.45216,0.29431,0.12667,6.55235,0.94529,0.26,0.26,0.25882,8.91608,0.48471,0.98706,1.28961,1.3902,0.21255,0.26,0.21255,0.26314,0.23745,0.25765,0.25765,1229.22098,10333.7,0.26431,0.26,0.35412,9.79176,19.46176,NA,0.2449,2.63745,0.26,0.99529,0.26,1,16.53765,1,135.78471,0.26,0.2651,0.22314,1,0.54608,0.26,0.18824,9.88529,0.26039,0.25961,1,0.80196,9.06922,12.06137,5.58941,NA,0.26,3.23824,0.80941,0.26,0.15627,1,7.88725,0.99118,0.36843,0.16,5.50863,2.44275,0.22961,1.18725,1,1.93627,0.25255,0.23157,281.46314,4.95647,0.99549,86.23765,92.71314,0.10647,0.26627,NA,NA,0.25255,0.19451,0.09627,90.28412,0.19902,2.0798,0.77725,22.78843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.25863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.47647,NA,NA
80,"2017-10-22","Harbinger","UniqueWeapon",0.2554,0.2554,9.9504,10.1486,9.7372,11.8722,NA,0.2554,0.2554,1,1,6.3722,NA,0.2286,238.5476,NA,0.1974,0.2554,NA,NA,0.5596,0.1004,0.1658,0.9982,0.8392,15.5984,1,281.4418,0.3618,0.169,NA,1.0144,0.9746,0.2518,0.648,46.5604,0.152,0.1864,0.2414,0.4738,0.259,21.098,0.2102,1.0592,0.2554,45.8166,0.7038,1.076,5.0334,0.2492,1.0094,32.3502,1.116,0.9974,0.2554,1,0.2554,0.2554,0.2446,0.2424,0.1272,0.255,0.2048,0.2218,0.2554,0.2554,0.2276,NA,0.9998,3.4214,0.2554,1,0.5134,0.2554,NA,3.9264,0.11,0.694,0.945,0.2554,0.2554,0.2076,1,0.3166,37.0374,0.255,24.2774,11.9976,0.2554,1,0.2554,0.1806,0.2512,0.918,0.2554,0.5622,0.152,0.2554,3.2186,0.966,0.2554,16.1176,0.2536,0.2554,0.1944,0.2554,NA,2.3018,0.2554,0.2554,0.2548,0.2302,NA,0.2722,0.2554,0.1214,6.565,0.9178,0.2548,0.2554,0.2554,8.198,0.4432,0.9998,1.0444,1.666,0.137,0.271,0.1438,0.2556,0.2552,0.2548,0.2458,1211.9032,7712.4,0.2554,0.2478,0.2554,9.5464,19.8918,NA,0.2208,2.39,0.2554,1,0.2554,1,16.818,1,130.1294,0.2524,0.3518,0.2096,0.9966,0.6998,0.2546,0.1212,10.0738,0.275,0.2524,1,0.8468,14.8844,12.1998,5.1108,NA,0.2554,3.7228,0.866,0.2554,0.156,1,7.6378,0.9948,0.3878,0.2298,5.4192,2.4032,0.2284,1.1488,0.9374,1.4356,0.2434,0.2276,278.8262,5.3074,1,84.0624,90.0016,0.1282,0.2892,NA,NA,0.2554,0.179,0.1116,95.527,0.1564,1.834,0.8692,22.8786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0864,4.9806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.1616,NA,NA
81,"2017-10-23","Harbinger","UniqueWeapon",0.2498,0.2502,9.98745,10.18824,9.70078,11.23314,NA,0.24922,0.2502,1.02118,0.99961,6.93882,NA,0.24451,230.0651,NA,0.24078,0.27059,NA,NA,0.4951,0.10333,0.12529,1,0.79843,15.99137,1,277.35902,0.62275,0.1249,NA,1.06961,0.84784,0.2502,0.80176,45.30216,0.15373,0.21804,0.22608,0.75784,0.32216,20.55922,0.28216,0.99941,0.29137,44.96314,0.71529,1,5.12745,0.23686,0.99961,30.04941,1.22824,0.99843,0.2502,0.99961,0.2502,0.2502,0.2502,0.25,0.10059,0.2502,0.22294,0.24863,0.2502,0.2502,0.19529,NA,0.99922,3.33627,0.2502,1,0.56039,0.2502,NA,3.11078,0.14686,0.90157,0.96647,0.2502,0.2698,0.24608,0.9898,0.7151,42.84137,0.2502,25,12.84235,0.2502,1,0.2502,0.18451,0.24137,0.99196,0.26686,0.30549,0.21549,0.2502,3.98627,0.99961,0.23686,17.66431,0.24235,0.26843,0.21529,0.2502,NA,2.45647,0.2502,0.24098,0.2502,0.22784,NA,0.27745,0.2502,0.09,9.0449,1,0.24725,0.24745,0.2502,9.67784,0.35471,1,1.57569,1.05863,0.20196,0.51686,0.15333,0.25392,0.2502,0.24353,0.2502,1159.90098,7551,0.2502,0.2502,0.25137,9.84745,19.88176,NA,0.23039,2.65196,0.2502,1,0.2502,0.9749,18.06588,1,134.79471,0.2502,0.34725,0.14941,0.99961,0.82235,0.25039,0.20353,10.56118,0.27941,0.2502,0.98059,0.86275,13.38451,12.73216,5.12235,NA,0.2502,4.22157,0.8349,0.2502,0.12314,1.05784,8.07,1,0.42196,0.19961,5.42275,2.94667,0.24098,1.89196,0.93333,1.00235,0.18235,0.22882,280.75137,5,1,78.76608,92.29961,0.13412,0.26843,NA,NA,0.24922,0.17784,0.14235,95.77627,0.22451,1.50451,0.94569,25.63686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.75039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.51373,NA,NA
82,"2017-10-24","Harbinger","UniqueWeapon",0.2454,0.2454,9.8894,9.9408,9.9984,11.52,NA,0.2454,0.2454,1,0.9998,8.0076,NA,0.245,213.9916,NA,0.2454,0.2452,NA,NA,0.4432,0.144,0.1644,1,0.9834,14.5292,1,253.2108,0.601,0.205,NA,1.488,0.9976,0.2454,0.8482,49.485,0.2454,0.2446,0.2444,0.9764,0.321,19.5152,0.2586,1,0.2644,41.4404,1,1,5.6536,0.2434,1,30,1.0018,0.9996,0.2454,1,0.2454,0.2454,0.2444,0.2454,0.0984,0.2454,0.2414,0.2454,0.2454,0.2454,0.231,NA,1,3.3142,0.2454,1,0.7328,0.2454,NA,3.256,0.15,0.9546,1,0.2454,0.3254,0.2454,1,0.4728,46.8966,0.254,25.8782,12.0562,0.2454,1,0.2454,0.2454,0.2454,0.9632,0.2844,0.5642,0.1566,0.244,3.9446,0.9972,0.2454,13.4496,0.2454,0.405,0.24,0.2454,NA,2.0392,0.2454,0.2436,0.2454,0.2134,NA,0.484,0.2568,0.1174,10.083,0.9972,0.2444,0.215,0.2454,9.7196,0.3878,0.9758,2,1.7122,0.2442,0.364,0.2454,0.2454,0.2454,0.2454,0.2454,1180.8498,7495.42,0.247,0.2454,0.299,9.9278,15.6876,NA,0.2288,2.1772,0.2454,1,0.2454,0.9878,17.4084,1,119.3998,0.2454,0.3858,0.1982,1,0.6274,0.2454,0.2336,9.5518,0.4158,0.2454,1,0.9476,15.2202,13.8822,5.7402,NA,0.2454,4.0338,0.9276,0.2454,0.2326,1,8.0282,1,0.3892,0.2226,6.6,2.6722,0.2454,2,0.9508,1.1462,0.2434,0.233,280.186,5.065,1,71.9792,100.3302,0.0952,0.2454,NA,NA,0.2454,0.2368,0.22,94.56,0.2454,1.2076,0.5182,25.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.4138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.9414,NA,NA
83,"2017-10-25","Harbinger","UniqueWeapon",0.24647,0.40549,9.61961,9.97961,9.69333,10.38137,NA,0.20627,0.24725,1.40353,1,8.80118,NA,0.23059,208.03392,NA,0.21,0.24725,NA,NA,0.26157,0.14843,0.23039,1,0.79059,14.97824,1.00667,224.70059,0.78039,0.21216,NA,1.85843,0.99824,0.24706,0.92922,54.63157,0.24706,0.24686,0.24725,1,0.35275,17.78882,0.20471,1,0.27059,43.78471,0.99961,1,5.91098,0.23882,1,29.60824,1.35157,1,0.24725,1,0.24725,0.24725,0.24647,0.24725,0.12039,0.24725,0.24608,0.24725,0.24588,0.23824,0.24725,NA,0.99824,2.95471,0.24725,1,0.49431,0.28549,NA,3.01471,0.13745,0.97569,1,0.24706,0.25706,0.24667,1,0.75373,56.35902,0.24725,24.2298,14.6,0.24725,1,0.24725,0.24725,0.24725,0.96784,0.24863,0.84824,0.24725,0.24373,3.79725,0.93627,0.24725,14.90725,0.24353,0.27216,0.21373,0.24941,NA,2.50118,0.24725,0.2102,0.24647,0.21039,NA,0.34431,0.3049,0.09451,8.56569,0.99745,0.24725,0.17667,0.23961,9.89588,0.26627,0.9751,1.78569,2.02,0.24725,0.31098,0.24725,0.30804,0.24725,0.23941,0.24725,1221.29922,7450.41176,0.25725,0.24686,0.24804,9.89784,16.69863,NA,0.21078,3,0.24725,0.99882,0.25373,0.92,18.5851,1,127.80549,0.24549,0.28647,0.20059,0.99843,0.53725,0.24725,0.14059,9.86059,0.52667,0.24725,1,0.99863,14.57784,14.32176,5,NA,0.24725,4.28373,0.83627,0.24725,0.23,1,8.01078,1,0.26176,0.18216,5.52922,2.81569,0.24725,2,0.99412,1.24431,0.24706,0.24725,275.02275,5.51118,1,72.73392,99.53176,0.09902,0.24725,NA,NA,0.24725,0.24529,0.17627,89.77118,0.24725,1.37176,0.38235,25.52941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00431,5.17216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.26549,NA,NA
84,"2017-10-26","Harbinger","UniqueWeapon",0.2376,0.2376,9.139,9.1128,9.2416,10.463,NA,0.1978,0.2376,1.963,1,8.5234,NA,0.1994,198.991,NA,0.2304,0.2398,NA,NA,0.599,0.132,0.1636,1,0.2994,17.1428,1.2884,219.595,0.7808,0.1398,NA,1.1138,0.9986,0.2368,0.8044,50.6446,0.2136,0.2374,0.236,0.9032,0.3252,19.456,0.2316,1,0.2422,38.5432,0.923,1,5.4988,0.2158,1.0464,29.0322,1.7756,0.9992,0.2372,0.9904,0.2376,0.2376,0.2366,0.237,0.0974,0.2328,0.2292,0.2376,0.236,0.2238,0.1782,NA,1,2.98,0.2376,1,0.6226,0.2832,NA,3.035,0.1552,0.8878,1,0.2372,0.2376,0.2246,1,0.6104,52.2974,0.2356,25,14.4758,0.2376,1,0.2376,0.235,0.2334,0.9162,0.2644,0.6602,0.2376,0.2376,3.3662,0.9688,0.2376,17.1162,0.2376,0.2376,0.1776,0.2376,NA,2.6996,0.2376,0.1552,0.2376,0.223,NA,0.2376,0.3324,0.1054,7.6908,0.8114,0.2396,0.1328,0.2026,9.466,0.3004,0.9994,1.9082,2,0.2336,0.3022,0.2226,0.304,0.2316,0.2376,0.2376,1041.1358,6088.44809,0.2376,0.2376,0.2386,9.9998,18.709,NA,0.2332,3,0.2326,1,0.24,1,17.976,1,118.8796,0.2376,0.2592,0.176,0.9974,0.8102,0.2376,0.1394,10.004,0.7976,0.2376,1,0.892,13.6304,14.2488,4.6852,NA,0.2376,3.7668,0.9664,0.2376,0.2376,1,8.4706,0.995,0.2426,0.1942,4.9552,2.8962,0.2304,2,1,1,0.2376,0.2338,267.8312,5.2982,1.0044,74.051,91.267,0.0816,0.2402,NA,NA,0.2376,0.2208,0.2182,85.0732,0.2376,2.1286,0.6418,27.4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.8692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6968,NA,NA
85,"2017-10-27","Harbinger","UniqueWeapon",0.23176,0.24118,8.31255,8.47098,8.08647,9.32373,NA,0.23176,0.23176,1.63882,0.99882,8.18235,NA,0.21804,190.67176,NA,0.22765,0.38627,NA,NA,0.46549,0.16765,0.16,0.99961,0.7302,15.44333,1.27725,217.99431,1,0.18255,NA,1.01059,0.98843,0.23176,0.84431,50.6649,0.22,0.23157,0.23176,0.59667,0.24745,22.78686,0.28549,0.99961,0.26412,37.13392,0.92235,1.07431,5.97294,0.23,1,28.04529,1.42333,0.99765,0.23176,1,0.23176,0.23176,0.23059,0.22843,0.10235,0.23176,0.22784,0.23176,0.23176,0.23176,0.20471,NA,1,3.67471,0.23176,1,0.71941,0.23176,NA,3.01333,0.18588,0.80235,1,0.23176,0.2502,0.19196,1,0.41824,49.99412,0.26098,26.77941,12.08451,0.23176,1,0.23078,0.23176,0.22667,0.95196,0.35078,0.49588,0.19098,0.23176,3.17588,0.98,0.23176,19.92706,0.24078,0.27608,0.20118,0.23176,NA,2.37529,0.23196,0.22941,0.23176,0.20765,NA,0.57686,0.29235,0.14667,7.16353,0.77569,0.23176,0.22039,0.23157,8.3751,0.24059,1,2.29765,2.12627,0.23176,0.46157,0.16745,0.38294,0.23176,0.23176,0.23176,1087.75098,0,0.23176,0.23176,0.26176,9.30706,19.88255,NA,0.23078,3.00471,0.23157,1,0.23176,1,15.34784,1,125.22627,0.23176,0.45941,0.1502,0.95,0.94196,0.23098,0.17275,10.02176,0.76039,0.23176,0.9951,0.92686,13.95157,11.87431,4.4,NA,0.23176,3.89765,0.80471,0.23176,0.22765,1,8.95431,0.99725,0.26431,0.21627,5.02078,2.45922,0.23294,2,1,1.54431,0.2298,0.23176,261.05235,3.92216,1.25706,69.24745,86.6098,0.15765,0.26784,NA,NA,0.23176,0.22216,0.21804,93.96961,0.2298,2.94706,0.65157,28.46529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.26137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.41412,NA,NA
86,"2017-10-28","Harbinger","UniqueWeapon",0.2144,0.2346,8.0586,8.5568,7.8018,9.7754,NA,0.2142,0.225,1.1828,1,6.2406,NA,0.199,182.5764,NA,0.2226,0.2248,NA,NA,0.3748,0.2248,0.151,0.998,0.7066,15.9736,1.2192,221.7402,0.9554,0.2124,NA,1,0.9964,0.2248,0.8678,48.0882,0.1548,0.2248,0.2248,0.8474,0.3232,22.2604,0.3246,1,0.2528,36.911,0.8698,1,6.109,0.2248,1.006,28,1.8514,0.9914,0.2248,0.9998,0.2248,0.2248,0.2158,0.2248,0.082,0.2136,0.2176,0.2248,0.2248,0.2248,0.2226,NA,1,3.1378,0.2248,1,0.4492,0.2248,NA,3.7636,0.161,0.8294,1,0.2246,0.3242,0.1764,1,0.5256,48.6564,0.2234,28.795,12.44,0.2248,1,0.2258,0.224,0.222,0.9472,0.2956,0.6342,0.1594,0.2248,3.8654,0.984,0.2248,18.4294,0.2248,0.2824,0.2182,0.228,NA,2.3174,0.2252,0.2152,0.2248,0.2048,NA,0.4844,0.2508,0.0924,8.2842,0.9238,0.2248,0.1512,0.2248,8.5304,0.2882,0.9954,1.95,2.6602,0.2248,0.724,0.1818,0.238,0.2226,0.2242,0.2248,1045.7088,0,0.2248,0.2246,0.2248,9.0756,19.7396,NA,0.212,3.0678,0.2202,1,0.2248,0.9942,18.1654,1,124.7718,0.2248,0.4306,0.1606,0.8442,0.582,0.2248,0.1894,9.9498,0.866,0.2248,0.9952,0.9366,13.9726,13.906,4.9754,NA,0.2262,3.7054,0.9786,0.2708,0.1664,1,8.9556,1,0.2484,0.1872,5.6356,2.5352,0.2248,2,0.9816,1.8956,0.2062,0.2232,241.978,3.2578,1,78.2312,85.2862,0.1542,0.7792,NA,NA,0.2246,0.2244,0.1994,92.0038,0.1608,3,0.9936,29.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0296,6.8022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.064,NA,NA
87,"2017-10-29","Harbinger","UniqueWeapon",0.22059,0.22078,7.22647,8.31451,7.98333,9.37,NA,0.20471,0.22078,1.00745,1.0051,7.12039,NA,0.21529,187.29863,NA,0.22078,0.22078,NA,NA,0.3251,0.21647,0.12843,0.98039,0.39373,16.27725,0.99765,242.85137,0.68059,0.17314,NA,0.98745,0.97882,0.22078,0.47333,46.54902,0.10667,0.22078,0.22078,0.47765,0.39431,21.47627,0.11961,1,0.22412,39.41784,0.99765,1,5.72118,0.22078,1,30.28098,1.74647,0.99725,0.22078,0.99725,0.22078,0.22078,0.20353,0.22078,0.08,0.21706,0.20922,0.22078,0.22078,0.22078,0.2,NA,1,3.41549,0.22078,1,0.52667,0.22078,NA,3.19902,0.13882,0.7151,0.99235,0.22078,0.22078,0.15216,1,0.76294,49.50333,0.22078,30.53804,11.02412,0.22078,0.99804,0.22118,0.20667,0.22059,0.8702,0.23706,0.70353,0.16118,0.22078,3.21843,0.98412,0.22078,21.8651,0.22078,0.56725,0.20765,0.22843,NA,2.25157,0.22078,0.20039,0.22039,0.21843,NA,0.2451,0.26039,0.19608,7.5298,0.98549,0.22078,0.18569,0.22078,8.54686,0.31529,0.98863,2.09902,2.08157,0.21863,0.65706,0.19549,0.22078,0.22078,0.21667,0.22059,1036.35627,5256.18261,0.22078,0.22078,0.22078,8.91216,20.05157,NA,0.20765,3.15333,0.22078,0.96157,0.22078,0.98882,19.56863,1,118.9751,0.22078,0.23451,0.20176,1,0.56569,0.22078,0.21804,9.33824,0.96118,0.22078,0.94392,0.76725,13.16412,13.65882,5.05392,NA,0.21902,3.65039,0.87922,0.22078,0.17824,1,8.45647,1,0.33118,0.16157,5.89706,3.02078,0.2151,1.62961,0.9849,1.93392,0.20882,0.19412,237.26608,3.28725,1,78.33412,83.40902,0.16922,0.22098,NA,NA,0.22078,0.22078,0.18667,98.32784,0.1798,2.39941,0.8749,27.32529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49412,6.97333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.61941,NA,NA
88,"2017-10-30","Harbinger","UniqueWeapon",0.2178,0.2214,7.645,9.3288,8.568,9.5262,NA,0.2214,0.2214,1,1.0416,6.1366,NA,0.2214,194.279,NA,0.2214,0.5586,NA,NA,0.4806,0.2094,0.082,1,0.3072,15.4798,1,234.4634,0.8588,0.2202,NA,1.0286,0.9882,0.2214,0.287,45.3352,0.187,0.2208,0.213,0.5624,0.7664,21.5324,0.2076,1,0.2282,37.2012,0.878,1,5.9526,0.2152,1.0612,33.9936,2.1872,0.9834,0.2214,1,0.2214,0.2214,0.2192,0.2214,0.0814,0.2214,0.2054,0.2214,0.2214,0.2214,0.1982,NA,1,2.999,0.2214,1,0.6982,0.2214,NA,2.9584,0.0984,0.6856,1.052,0.2214,0.3666,0.099,0.9994,0.9916,44.4196,0.2214,30,10.1582,0.2676,1,0.2214,0.192,0.2208,0.9168,0.2354,0.5522,0.1894,0.2204,3.0708,1,0.2214,20.9632,0.2214,0.6838,0.2214,0.2214,NA,2.459,0.2214,0.2174,0.2214,0.2094,NA,0.3802,0.2894,0.1354,7.2792,0.995,0.2258,0.1406,0.2214,9.371,0.41,0.9658,2.413,2.0518,0.2028,0.5414,0.1382,0.311,0.2214,0.2214,0.2212,938.7604,5806.73265,0.2214,0.2214,0.2344,9.2408,21.4956,NA,0.2172,2.9992,0.216,0.97,0.2214,0.8216,18.2644,1,108.5244,0.2214,0.2654,0.2008,0.9982,0.6984,0.2214,0.2074,9.0196,0.9112,0.2114,1,0.7476,12.9384,13.2824,5.4826,NA,0.2214,3.2024,0.9286,0.2214,0.1656,1,8.1084,1,0.2642,0.1682,5.8762,2.6618,0.1994,1,1,2,0.2152,0.218,210.8054,4.6668,1,79.026,80.6792,0.1852,0.402,NA,NA,0.2214,0.1874,0.2184,99.185,0.1754,3,0.5182,25.1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1828,5.9104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.3048,NA,NA
89,"2017-10-31","Harbinger","UniqueWeapon",0.21961,0.21961,8.74176,9.9702,8.78294,10.00765,NA,0.21961,0.21961,1,0.98078,5.43353,NA,0.21961,191.60608,NA,0.21922,0.34176,NA,NA,0.5749,0.11941,0.14039,0.99725,0.51196,14.68882,0.99373,228.73608,0.59765,0.1898,NA,1.07333,0.70549,0.21961,0.79961,38.89941,0.21627,0.21961,0.2002,0.42824,0.52098,22.7098,0.19882,1.03255,0.22373,40.68196,0.99804,1,5.06549,0.21961,1.03588,43.04765,1.78176,0.97843,0.21961,1,0.21961,0.21961,0.21392,0.21961,0.08,0.21824,0.14451,0.21961,0.21961,0.21961,0.21216,NA,0.99882,3.11157,0.21961,1,0.38333,0.21961,NA,3,0.20314,0.85255,1.11882,0.21961,0.29804,0.21588,0.99922,0.43843,45.58765,0.21961,30,10.71235,0.21961,1,0.21961,0.15216,0.21961,0.9751,0.71431,0.83588,0.17627,0.21608,3.18176,1,0.21961,18.84157,0.30706,0.55686,0.19902,0.21961,NA,2.59,0.21961,0.21961,0.21961,0.21549,NA,0.36961,0.39255,0.20196,7.35157,0.99549,0.25725,0.20157,0.21961,10.00157,0.27549,0.89569,2.34471,2.00039,0.21961,0.77255,0.14784,0.23294,0.21961,0.21961,0.21333,984.21706,6035.31392,0.21961,0.21961,0.21961,9.77941,20.36706,NA,0.21961,2.99255,0.21961,0.99882,0.25745,0.71804,19.83941,1,105.57667,0.21922,0.21961,0.16392,0.99451,0.62157,0.21902,0.21216,9.75314,0.96157,0.19412,1,0.80176,13,12.23804,6.17275,NA,0.22,3.64039,0.8749,0.21961,0.21118,1,8.92314,1,0.39471,0.17118,5.36529,2.24412,0.21863,1,1,2,0.20569,0.21608,206.61078,4.91059,1,74.28431,77.1298,0.08,0.21961,NA,NA,0.21961,0.17765,0.11686,104.53902,0.20098,2.97647,0.52451,30.31059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33039,7.27745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.06745,NA,NA
