"Day","Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Pillars.of.Arun","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Putrid.Cloister","The.Twilight.Temple","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","The.Beachhead_T10","The.Beachhead_T15","The.Perandus.Manor","Doryani.s.Machinarium","The.Beachhead_T5","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory"
56,"2017-01-26","Breach HC","UniqueMap",2,4.96364,1.24727,0.82218,2.81836,1.95073,5,4.34873,2,NA,4.95945,2.00818,29.25473,NA,77.11691,3.33927,1.164,NA,NA,121.20945,NA,NA,NA,NA,NA,NA,NA,NA
57,"2017-01-27","Breach HC","UniqueMap",1.77536,5,1.19214,0.66125,2.28732,2,4.64661,4.95946,2,NA,4.99679,2.03375,29.25089,NA,72.51286,3.91411,1.03536,NA,NA,121.33893,NA,NA,NA,NA,NA,NA,NA,NA
58,"2017-01-28","Breach HC","UniqueMap",1.66579,4.36088,1.12789,0.68614,2.03386,2,5.0007,5,2,NA,4.99421,2.00175,28.14526,NA,70.83702,3.15123,1.0693,NA,NA,120.9986,NA,NA,NA,NA,NA,NA,NA,NA
59,"2017-01-29","Breach HC","UniqueMap",1.85732,4,1.47625,0.79196,2,1.80518,5.83536,4.95839,2,NA,4.99982,2,27.83589,NA,69.41821,3,1.01625,NA,NA,114.5475,NA,NA,NA,NA,NA,NA,NA,NA
60,"2017-01-30","Breach HC","UniqueMap",1.77929,4.01536,1.57982,0.68411,2,2,5.61804,4.99929,2,NA,4.815,2,29.58875,NA,69.54429,3,1.00661,NA,NA,107.55714,NA,NA,NA,NA,NA,NA,NA,NA
61,"2017-01-31","Breach HC","UniqueMap",1.675,4.25679,1.48375,0.66,2,2,4.5875,4.97411,1.99411,NA,4.99339,2,29.55839,NA,66.52929,3,1.00786,NA,NA,113.66625,NA,NA,NA,NA,NA,NA,NA,NA
62,"2017-02-01","Breach HC","UniqueMap",1.21518,4.11536,1.33107,0.92696,2,2,5.01768,4.11661,1.97464,NA,5.24268,2,27.60054,NA,60.57179,3,1.00054,NA,NA,115.44304,NA,NA,NA,NA,NA,NA,NA,NA
63,"2017-02-02","Breach HC","UniqueMap",1.13946,3.82196,1.53339,0.98286,2,1.93661,5.18732,4.70946,1.995,NA,5.58839,2,28.19821,NA,59.89304,3,0.99982,NA,NA,115.50554,NA,NA,NA,NA,NA,NA,NA,NA
64,"2017-02-03","Breach HC","UniqueMap",1.18782,4.01109,1.46145,0.99745,2,2,4.99873,4.602,2,NA,6,2,28.67873,NA,62.07327,3,1.06127,NA,NA,103.21891,NA,NA,NA,NA,NA,NA,NA,NA
65,"2017-02-04","Breach HC","UniqueMap",1.60054,4.54696,1.58464,1,2,1.93696,4.99607,3.98893,2,NA,5.5825,2,29.35089,NA,62.425,3,1,NA,NA,79.83607,NA,NA,NA,NA,NA,NA,NA,NA
66,"2017-02-05","Breach HC","UniqueMap",1.54107,4.62429,1.28286,1,1.87179,1.35179,4.58464,3.91536,1.78482,NA,5,2,27.19339,NA,74.41286,3,1.06107,NA,NA,83.94286,NA,NA,NA,NA,NA,NA,NA,NA
67,"2017-02-06","Breach HC","UniqueMap",1.98684,4.02526,1.56947,1,1.99912,1.4393,4.61684,3.95228,1.51088,NA,4.99474,2,27.55035,NA,83.88281,3,1.53842,NA,NA,95.35088,NA,NA,NA,NA,NA,NA,NA,NA
68,"2017-02-07","Breach HC","UniqueMap",1.98268,4.02714,1.28482,1,2,1.84232,4.52464,3.7525,1.96214,NA,5,2,28.23821,NA,81.79393,3,1.18018,NA,NA,102.12,NA,NA,NA,NA,NA,NA,NA,NA
69,"2017-02-08","Breach HC","UniqueMap",1.91404,3.97386,1.79123,1,2,1.87544,4.99105,3.89667,1.27211,NA,5,2,25.55175,NA,85.14649,3,1.04018,NA,NA,102.04421,NA,NA,NA,NA,NA,NA,NA,NA
70,"2017-02-09","Breach HC","UniqueMap",1.99431,4.12534,1.70069,1,2,1.91741,4.87966,4.46259,1.53345,NA,5,2,27.79569,NA,90.40431,3.6569,1.11138,NA,NA,100.18707,NA,NA,NA,NA,NA,NA,NA,NA
71,"2017-02-10","Breach HC","UniqueMap",2,4.30155,1.74172,1,2,1.98724,4.48586,4.3481,1.99241,NA,5.07569,2,27.4419,NA,90.5181,3.47621,1.15207,NA,NA,447.09517,NA,NA,NA,NA,NA,NA,NA,NA
72,"2017-02-11","Breach HC","UniqueMap",2,4.32614,1.7207,1,2,1.49228,4.99789,3.72386,1.96474,NA,5.36947,2,26.77772,NA,92.59386,3.16772,1.08632,NA,NA,145.56684,NA,NA,NA,NA,NA,NA,NA,NA
73,"2017-02-12","Breach HC","UniqueMap",1.98879,4.55155,1.70431,0.99897,1.97862,1.27362,4.99655,3.33086,1.42621,NA,5.0269,2,25.87793,NA,93.16914,3,1.05569,NA,NA,145.64,NA,NA,NA,NA,NA,NA,NA,NA
74,"2017-02-13","Breach HC","UniqueMap",2,4.43386,1.34789,0.99596,2,1.00439,4.9986,4.74018,1.94632,NA,5.00246,2,27.73105,NA,87.4307,3,1.00281,NA,NA,144.90807,NA,NA,NA,NA,NA,NA,NA,NA
75,"2017-02-14","Breach HC","UniqueMap",2,4,1.54298,1,2,1,4.72456,4.65754,2,NA,5.16018,2,29.0986,NA,87.32404,3,0.97474,NA,NA,107.70596,NA,NA,NA,NA,NA,NA,NA,NA
76,"2017-02-15","Breach HC","UniqueMap",2,4,1.16879,1,2,1.10828,5,4.11259,2,NA,5.46155,2,29.21845,NA,81.09328,3,0.94328,NA,NA,116.73586,NA,NA,NA,NA,NA,NA,NA,NA
77,"2017-02-16","Breach HC","UniqueMap",2,4.26175,1.22737,1,2,1.10088,4.90386,4.0407,2,NA,6.05491,1.98895,29.45877,NA,77.39,3,0.96684,NA,NA,111.09158,NA,NA,NA,NA,NA,NA,NA,NA
78,"2017-02-17","Breach HC","UniqueMap",2,4.1993,1.35105,1,2.10404,1.10561,4.52842,4.12509,2,NA,6.53772,1.95368,28.49404,NA,81.56789,3,0.9907,NA,NA,112.11474,NA,NA,NA,NA,NA,NA,NA,NA
79,"2017-02-18","Breach HC","UniqueMap",2,3.64263,1.76333,1,2.78158,1.49018,4.98333,4.48632,2,NA,6.33281,2,28.63684,NA,82.98719,3,1.00053,NA,NA,131.53719,NA,NA,NA,NA,NA,NA,NA,NA
80,"2017-02-19","Breach HC","UniqueMap",2,3.82649,1.82632,1,2.57211,1.35544,5,4.47,1.99825,NA,5.58965,2,29.36544,NA,79.02684,3,1,NA,NA,105.39158,NA,NA,NA,NA,NA,NA,NA,NA
81,"2017-02-20","Breach HC","UniqueMap",2,3.61596,1.87772,1,2,1.7,4.74649,4,2,NA,5.68158,2,29.6507,NA,77.41842,3,1,NA,NA,101.43123,NA,NA,NA,NA,NA,NA,NA,NA
82,"2017-02-21","Breach HC","UniqueMap",2,3.65966,2,1,2,1.83241,4.55724,4.21034,2,NA,5.90879,2,31.55569,NA,77.45,3,1,NA,NA,107.18724,NA,NA,NA,NA,NA,NA,NA,NA
83,"2017-02-22","Breach HC","UniqueMap",2,3.79254,1.96102,1,2,1.91305,4,4.59593,2,NA,6.12203,2,31.26271,NA,83.81136,3,1.19644,NA,NA,104.70898,NA,NA,NA,NA,NA,NA,NA,NA
84,"2017-02-23","Breach HC","UniqueMap",2,4.55102,1.88254,1,2,1.58847,4,4.31017,2,NA,6.70119,2,32.72898,NA,89.47186,3,1.16593,NA,NA,107.40136,NA,NA,NA,NA,NA,NA,NA,NA
85,"2017-02-24","Breach HC","UniqueMap",2,4.36328,1.92121,1,2.0069,1.45776,4,4.32207,2,NA,6.34414,2,40,NA,92.29948,3,1,NA,NA,105.41914,NA,NA,NA,NA,NA,NA,NA,NA
86,"2017-02-25","Breach HC","UniqueMap",2,4.05966,2,1,2.16397,1.56828,4,4.0369,2,NA,6.26448,2,39.76655,NA,99.80293,3,1.04948,NA,NA,127.87845,NA,NA,NA,NA,NA,NA,NA,NA
87,"2017-02-26","Breach HC","UniqueMap",1.94138,4.04914,1.99948,1,2.17862,1.12517,4,3.86741,2,NA,7.01862,1.98483,40.20483,NA,112.58638,3,1.07276,NA,NA,279.71488,NA,NA,NA,NA,NA,NA,NA,NA
88,"2017-02-27","Breach HC","UniqueMap",1.89508,4.06864,1.99153,0.97559,2.15661,1.06983,4.02627,3.68441,1.99407,NA,7.76881,1.8561,40.54983,NA,114.21746,3,0.99051,NA,NA,312.51932,NA,NA,NA,NA,NA,NA,NA,NA
89,"2017-02-28","Breach HC","UniqueMap",2.345,5.12,0,0,3.535,2,4,0,2.2,NA,10.5,2.22,59.845,NA,0,0,1.115,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-08-31","Delve HC","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2,"2018-09-01","Delve HC","UniqueMap",7.55,11,20,25,0,0,0,0,15,10,50,0,0,0,0,8,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA
3,"2018-09-02","Delve HC","UniqueMap",8.23,7.59,5,9,8.20563,4.13167,15,25,9,4.2,13,10,40,20.5,0,5,3.35,0,0,63.54,0,0,NA,NA,NA,NA,NA,NA
4,"2018-09-03","Delve HC","UniqueMap",8,6.23375,4,5.6,6.99,3.0175,12,20,5.85333,3.6,12,7,35.5,17.23,0,4.79,3,0,55,57.8925,99.21,0,NA,NA,NA,NA,NA,NA
5,"2018-09-04","Delve HC","UniqueMap",20.59,5.83,3.58,3.65,5.24714,3,12,18.14,5,2.69,8,6,35,16.98,13,6.1,3,0,55,52,92.7,0,NA,NA,NA,NA,NA,NA
6,"2018-09-05","Delve HC","UniqueMap",16.44,6.25071,5,2,7,4,12.59,14.77,4.82712,2.66381,8,4.83,35,16.46,12,5.65,3,0,58.51,70,78.29,0,NA,NA,NA,NA,NA,NA
7,"2018-09-06","Delve HC","UniqueMap",12.1,5.29,6.59,2.68,5,4,13.71,13,4.37,2.86,6.9359,6,36.56,16.412,12,7,3,0,58.51,56.5,62.21,0,NA,NA,NA,NA,NA,NA
8,"2018-09-07","Delve HC","UniqueMap",10,5.03958,6,1,6.16652,4,14.66778,12.92,4.74,2.39111,7,7.03,34.94,15.73,12,7,3,0,56.74,71.66,49,0,NA,NA,NA,NA,NA,NA
9,"2018-09-08","Delve HC","UniqueMap",11.71,5.01963,5.36643,1.14,6,3,16.25889,16.23,4,3,7,7.89905,34.99,15,12,7.38,3,0,53.29,67.6075,49,0,NA,NA,NA,NA,NA,NA
10,"2018-09-09","Delve HC","UniqueMap",9.03,5,4,1.14,5.02,3,17.25143,13.33325,4,3,6.88011,7,34.97,14.09,12.35,7,2,80,52.48,75.99,46.37,0,NA,NA,NA,NA,NA,NA
11,"2018-09-10","Delve HC","UniqueMap",9,5,4,1.14,5.35,2,16,10.78185,3,2,6,6,33.97885,10.80211,12.35,6,2,62,59.085,108.235,49,0,NA,NA,NA,NA,NA,NA
12,"2018-09-11","Delve HC","UniqueMap",9,5,5,1.01,6,3,16.56,10.96719,4,2,6,6,32.83,12.99,12.35,5.70689,2,48.5,63.74,93.58,49.19,0,NA,NA,NA,NA,NA,NA
13,"2018-09-12","Delve HC","UniqueMap",9,4.84,5,1.461,5.115,3,15,12,4,2.26447,7.04667,6,35.93,14,15,6.1,2,40,59.595,94.9875,45.04,0,NA,NA,NA,NA,NA,NA
14,"2018-09-13","Delve HC","UniqueMap",8.88604,4,5,1.57,5,3,13.67,10,3.31888,2.18235,9.32333,6,45.47,13.55688,15,6.68087,2,40,60,93.71,40.14,0,NA,NA,NA,NA,NA,NA
15,"2018-09-14","Delve HC","UniqueMap",9,4,5,2,4.62,3,13,9,3,2,12.64716,6,50,12,15,7,2,63.3325,58.8,93.87,41.59,0,NA,NA,NA,NA,NA,NA
16,"2018-09-15","Delve HC","UniqueMap",9,4,5,2,4.8,2.99,13.63583,9,3,2,10.00031,6,49,13,14.2,7,2,56.5,56.32,95.68,45.66,0,NA,NA,NA,NA,NA,NA
17,"2018-09-16","Delve HC","UniqueMap",9,4,5,2,5,3,15,9,3,2,8.68173,6,45,13.85667,14.1,8,2,70,65.23625,92.94,45.86,125,NA,NA,NA,NA,NA,NA
18,"2018-09-17","Delve HC","UniqueMap",8,4,5,2,5,3,15,8.62286,3,2,8,6,43.71,14.01,14.23,8,2,70,68.627,92.94,54.29,125,NA,NA,NA,NA,NA,NA
19,"2018-09-18","Delve HC","UniqueMap",7,4,5,1.74,5,2,15,7,3,2,7,5,40,13.81667,14.12,8,2,65.5,68.84667,100,46.84,100,NA,NA,NA,NA,NA,NA
20,"2018-09-19","Delve HC","UniqueMap",7,4,5,1,4,2,15,7,3,2,7,6,40,13.82526,15,8,2,70,64.97,197.345,51.46,100,NA,NA,NA,NA,NA,NA
21,"2018-09-20","Delve HC","UniqueMap",6.68,3.29724,4.97,1,4,2,15,8,3,2,7,6,39.77,14.96786,15,8,2,70,125.05,298.04,56.57,100,NA,NA,NA,NA,NA,NA
22,"2018-09-21","Delve HC","UniqueMap",6,3,4.8775,1.4,4,2,15,8,3,2,7,6,38.88,13,0,8,2,70,113.05,302.96,60,100,NA,NA,NA,NA,NA,NA
23,"2018-09-22","Delve HC","UniqueMap",7,3,5,1.99489,4,2,14,8,3,2,6,6,38.45786,14.22,0,8,2,75,104.83,187.54,60,70,NA,NA,NA,NA,NA,NA
24,"2018-09-23","Delve HC","UniqueMap",7,3,4,1.92296,4,2,14.17371,7.37525,3,2,5.67122,5,39.58,13.21654,0,8,1.91,75,78.437,152.78,64.48559,70,NA,NA,NA,NA,NA,NA
25,"2018-09-24","Delve HC","UniqueMap",6.14,3,4,2,4,2,15,7,3,2,5.22,6.43,43.67605,13.7,15,8,1.4351,0,71.79,170.572,65,70,NA,NA,NA,NA,NA,NA
26,"2018-09-25","Delve HC","UniqueMap",7,3,4,2,4,2,15,7,2.6102,1.95,5,6,44.92,14.59,15,8,1.4,0,105,152.87286,73.79214,70,NA,NA,NA,NA,NA,NA
27,"2018-09-26","Delve HC","UniqueMap",6,3,4,2,3,2,14,7,3,1.85,5,6,44.63,14.61,15,8,1.7802,0,110,165.02,86.5005,70,NA,NA,NA,NA,NA,NA
28,"2018-09-27","Delve HC","UniqueMap",5.7402,3,4,2,3,2,14.18,7,3,2,5,6,47,14.7,14,8,2,60,105,143.6,86.02,70,NA,NA,NA,NA,NA,NA
29,"2018-09-28","Delve HC","UniqueMap",5,2.51031,4,2,4,2,14,7.35,3,2,5,6,46,14,14,8,2,0,105,141.62,86.02,65,NA,NA,NA,NA,NA,NA
30,"2018-09-29","Delve HC","UniqueMap",5,3,4,2,4,2,13,8,3,2,5,6,57.66,14.68,14,8,2,0,86.5387,158.50857,92.36955,60,NA,NA,NA,NA,NA,NA
31,"2018-09-30","Delve HC","UniqueMap",5,2.68,4,2,4,2,13,8,3,2,5,6,56.62,14.89,14.24,8,1.8502,0,90,124.23333,70.55,40,NA,NA,NA,NA,NA,NA
32,"2018-10-01","Delve HC","UniqueMap",5,3,3,2,4,2,13,7.1975,3,2,5,6,61.75659,15,16,8,1.43571,0,89.78758,124.983,76.67,0,NA,NA,NA,NA,NA,NA
33,"2018-10-02","Delve HC","UniqueMap",5,3,3,1.13,4,2,13,7.66,3,2,5,6,63.03,14,16,8,1.27,0,85,90.37,82.04,0,NA,NA,NA,NA,NA,NA
34,"2018-10-03","Delve HC","UniqueMap",5,3,3,1.6,4,2,13,8,3,2,4.9,6,65,15.18,16,8.33,1.39,0,92.86704,280.29,80.89,0,NA,NA,NA,NA,NA,NA
35,"2018-10-04","Delve HC","UniqueMap",5,3,4,1.67,4,2,13,8,3,2,4.8401,6,66.03,15.32,16.83,9,1.62,100.39,94.19077,293.91,77.65889,0,NA,NA,NA,NA,NA,NA
36,"2018-10-05","Delve HC","UniqueMap",5,3,3.672,1.27,4,2,13,8,2.61,2,4.6551,6,65,15,16.47,9,1.34,100.92,89.78,301.53,85,0,NA,NA,NA,NA,NA,NA
37,"2018-10-06","Delve HC","UniqueMap",5,3,3.82,1.21,3.90038,2,13.87,8,2.65,1.94,5,6,63.39,17.01,16,8,2,103.49,79.89793,309.96,80,0,NA,NA,NA,NA,NA,NA
38,"2018-10-07","Delve HC","UniqueMap",5,3,3.74,1.7,4,2,14,7.63,2.57,1.94,5,5.12286,60.3328,17.69,17,7,2,104.52,75,313.41,76.65,0,NA,NA,NA,NA,NA,NA
39,"2018-10-08","Delve HC","UniqueMap",4.84,3,4,1.67,4,2,11.59167,7,3,2,5,5,59.91,15.11,0,7,2,106.2,75.37214,309.94,83.04,0,NA,NA,NA,NA,NA,NA
40,"2018-10-09","Delve HC","UniqueMap",5,3,4,2,4,2,13,7.154,2.98255,2,5,5,55.76667,16,50,7,2,107.98,72.04,285.82,79.69,0,NA,NA,NA,NA,NA,NA
41,"2018-10-10","Delve HC","UniqueMap",5,3,4,2,4,2,13,7,3,2,5,5,54,16,36.5,7,2,111.15,71.61,294.92438,75,0,NA,NA,NA,NA,NA,NA
42,"2018-10-11","Delve HC","UniqueMap",4.88,3,3.85641,2,3.92515,2,13,7,3,2,5,5,53.49,13,32,6.56,2,117.21,71.88375,307.91375,75,0,NA,NA,NA,NA,NA,NA
43,"2018-10-12","Delve HC","UniqueMap",4.35696,3,4,2,4,2,13.03,7,2.96227,2,5,5,52.94625,13,17.2,7,1.47,100,70,339.52,70,0,NA,NA,NA,NA,NA,NA
44,"2018-10-13","Delve HC","UniqueMap",4.72,2.64,4,2,4,1.94,13,7,2.95,1.94,6,4.85,50.43083,14,20.3,8,1.8951,100,76.12,340.49,70.86,0,NA,NA,NA,NA,NA,NA
45,"2018-10-14","Delve HC","UniqueMap",5,2.31245,3.1,2,4,1.95,15.60409,6,2.31,1.96,6,4.16,50,14,19.71,8,2,100,76.94,258.06,70,0,NA,NA,NA,NA,NA,NA
46,"2018-10-15","Delve HC","UniqueMap",5,2.05,3.45,1.85,4,1.97,18.28,6.46,2.31,2,7,4.01,49.02,14,19.71,8,1.98,100,80,288.24,65.62,0,NA,NA,NA,NA,NA,NA
47,"2018-10-16","Delve HC","UniqueMap",5,2.17,2.9,1.8905,3.96,1.76541,18,6.06,2.05,1.67,7,4.27,46.84,13,19.71,8,1.91,100,79.08,276.98,57.91,0,NA,NA,NA,NA,NA,NA
48,"2018-10-17","Delve HC","UniqueMap",5,2.46,2.6,1.68,3.37308,2,18,6,2.03,1.62,8,4,46.98,12,15,8,2,100,79.52,287.45,53.55278,0,NA,NA,NA,NA,NA,NA
49,"2018-10-18","Delve HC","UniqueMap",4.99,2.99,2.97,1.94,3.35,2,18.71,6,2.62438,1.71,8,4,47.06,12,0,8.65,1.9951,100,76.62,349.51,56.09,0,NA,NA,NA,NA,NA,NA
50,"2018-10-19","Delve HC","UniqueMap",5,3,3,1.6,3.25,2,19,6,2.48,2,7,4,47.2,12,24.07,9.61906,2,100,76.69568,346.5,90.34,0,NA,NA,NA,NA,NA,NA
51,"2018-10-20","Delve HC","UniqueMap",4.97,3,3.93979,1.68,3.27,1.95,18.34658,6,2.53564,1.91,7,4,47,12,28.64,9,2,0,77.54,322.17,103.91,0,NA,NA,NA,NA,NA,NA
52,"2018-10-21","Delve HC","UniqueMap",4,2.85,3.83,1.73,3.44,1.95,18,5.59,2.25,1.92,7,4,48.29,12,40.2,9.79,2,75,77.54,308.46063,103.6925,0,NA,NA,NA,NA,NA,NA
53,"2018-10-22","Delve HC","UniqueMap",4,3,2.43,1.84,4,2,18.25244,5.68,2.95852,1.93,7,4.3,50,12,38.4,10,2,75,80,300,141.54,0,NA,NA,NA,NA,NA,NA
54,"2018-10-23","Delve HC","UniqueMap",4,2.93548,2.73,1.91,4,2,18,6.31,2.39,2,8,5,46.14,12.17,36.54,9.08842,1.87,50,80,300,138.96,0,NA,NA,NA,NA,NA,NA
55,"2018-10-24","Delve HC","UniqueMap",3.9,2.95,2.95,1.74,4,2,18,7,3,2,8,5,50,12.2,40,9,1.52,50,87.96,255.398,139.29,0,NA,NA,NA,NA,NA,NA
56,"2018-10-25","Delve HC","UniqueMap",3.9,2.81,2.57,1.87875,3.99,2,18,6.51444,3,2,8,5,50,12.325,31.98,9.64,1.48041,0,85,276.81333,138.63,0,NA,NA,NA,NA,NA,NA
57,"2018-10-26","Delve HC","UniqueMap",4.02,2.19,2.27375,2,4,2,17,6.88,3,2,8,4.67,50,12.13,31.98,10,1.77,0,87.89,275.71,138,0,NA,NA,NA,NA,NA,NA
58,"2018-10-27","Delve HC","UniqueMap",5,2,2.82,2,4,2,17,5.94794,3,2,8,4.80429,50,13,32.46,10,1.93,0,88.37625,272.18714,138,0,NA,NA,NA,NA,NA,NA
59,"2018-10-28","Delve HC","UniqueMap",5,2.27,2.84,2.52,4,2,17,5.60625,2.02,2,8,4,50,13.36769,33.43,10,1.93745,0,90.125,255.49,127.64559,0,NA,NA,NA,NA,NA,NA
60,"2018-10-29","Delve HC","UniqueMap",5,2.31,3,2.85946,4,2,17,6,2.01,2,8,4.32,60.08,13.58,32.68,10,1.95,0,90.43,244.76,127.12,0,NA,NA,NA,NA,NA,NA
61,"2018-10-30","Delve HC","UniqueMap",5,2.85,3,2.54,3.18844,2,17,6,2.11138,1.94,7.8202,4.16,60.63,14.28,28.9,10,2,30,91.34,239.99,124.53,0,NA,NA,NA,NA,NA,NA
62,"2018-10-31","Delve HC","UniqueMap",4.31,2.35,3,2.97,3,2,16.87,6,2,1.82,7,4.16,55.85,14.99577,27.63,10.69,1.95,0,95.11,236.38571,114.50667,0,NA,NA,NA,NA,NA,NA
63,"2018-11-01","Delve HC","UniqueMap",4.49,2.98,3,3,3.05,2,13,6,2.12,1.74,7,4,58.1,15.2,27.63,10,2,0,88.69,222.05583,106.44,0,NA,NA,NA,NA,NA,NA
64,"2018-11-02","Delve HC","UniqueMap",4.45,2.51,3,2.55,3,2,13.83,6,2,1.83,7,4,51.04,15,27.14,11.97,2,0,88.69,235.4455,136.69,0,NA,NA,NA,NA,NA,NA
65,"2018-11-03","Delve HC","UniqueMap",3.47,2.45,3,2.3595,3,2,13,6,2.24,1.93,7,4,45.67,15.06,26.18,14.093,2,0,86.57667,264.04167,143.06556,0,NA,NA,NA,NA,NA,NA
66,"2018-11-04","Delve HC","UniqueMap",3.2,2.62,3,2,3.78,2,13,6,1.98,1.7,7,4,53.73333,15.28,25,12,1.6,0,90,256.5,144.96,0,NA,NA,NA,NA,NA,NA
67,"2018-11-05","Delve HC","UniqueMap",3.99,3,3,2,3.97,2,13,6,1.88,1.62,7,4.43,44.62,15,25,12,2,0,81.94,347.45,144.02,0,NA,NA,NA,NA,NA,NA
68,"2018-11-06","Delve HC","UniqueMap",4,3,3,2,3.99,2,14.55671,6,1.73,1.65,7,4,52.42438,15,25,13.01656,2,0,77.57375,300.26,141.10375,0,NA,NA,NA,NA,NA,NA
69,"2018-11-07","Delve HC","UniqueMap",4,3,3,2,4,1.33,13,5.91,2,1.95,7.27531,4,47.44,13.17,25,15,1.65,0,75.91,300.26,141.46,0,NA,NA,NA,NA,NA,NA
70,"2018-11-08","Delve HC","UniqueMap",4.438,2.48,3,2,4,1,14.88,5,1.89,1.96,7,4,54.24,14.79,20,13.69,1.77,0,77.50625,295.49,140.54182,0,NA,NA,NA,NA,NA,NA
71,"2018-11-09","Delve HC","UniqueMap",4.51,2.62,3,2,3,1.17,15,4.97,1.84,1.88429,7.37656,4,51.2,14.97,20,14,1,0,139.21,289.22,139.65,0,NA,NA,NA,NA,NA,NA
72,"2018-11-10","Delve HC","UniqueMap",4.63,2.53,3,2,3,1.5,15,5,1.84,1.87,8,4,58.14,14.08,20,12.5372,2,0,137.7,287.52,138.74,0,NA,NA,NA,NA,NA,NA
73,"2018-11-11","Delve HC","UniqueMap",5,2.2,3,2,3,1.83,12,5,2,2,8,4,58.06,15,0,12,2,0,122.14,257.22,139.35,0,NA,NA,NA,NA,NA,NA
74,"2018-11-12","Delve HC","UniqueMap",5,2.2,3,2,3,1.54,12,4.05,2,2,8,4,59.66,15,0,12.56708,2,0,122.39,250,185.50389,0,NA,NA,NA,NA,NA,NA
75,"2018-11-13","Delve HC","UniqueMap",5,2.25,3,1.9975,3,1.69,12,3.70559,2.97,2,7,4.68,59.9,18.1,0,13,2,0,116.42,250,202.09,0,NA,NA,NA,NA,NA,NA
76,"2018-11-14","Delve HC","UniqueMap",4.63,2.7,3,2,3,2,11.87,4.91,2.31,1.96,7,4.68,59.73,19.12,0,12.05,2,0,119.84,250,208.935,0,NA,NA,NA,NA,NA,NA
77,"2018-11-15","Delve HC","UniqueMap",4.51,2.32,3,1.02,3,2,12,6,1.89,1.98,7.38,3.25,59.56,19.12,0,11.82,2,0,140,261.7,350,0,NA,NA,NA,NA,NA,NA
78,"2018-11-16","Delve HC","UniqueMap",5.44,2.57,3,1,2.59,2,12,5.1,1.82,1.99,8.01,2.96,62.22,19.175,41.5,12.75667,2,0,140,261.7,381.12,0,NA,NA,NA,NA,NA,NA
79,"2018-11-17","Delve HC","UniqueMap",4.41,2.98,3,0.99,2.8,2,11.47,5,1.64,1.99,10,2.8975,60,19.23,41.5,12.76,2,0,140,250,379.58,0,NA,NA,NA,NA,NA,NA
80,"2018-11-18","Delve HC","UniqueMap",3.61,2.65,3,1,3.34,2,12.1,5.96,1.67,1.99,8.46,2.35,60,20,143.6,12,2,0,68,243.96,389.708,0,NA,NA,NA,NA,NA,NA
81,"2018-11-19","Delve HC","UniqueMap",3.62889,2.65,3,2,3.34,2,12,6.89,1.6,1.97,8.44826,3.1,60.144,17.61,0,12.9005,2,0,87.91,240,288.88,0,NA,NA,NA,NA,NA,NA
82,"2018-11-20","Delve HC","UniqueMap",3.53,2.98,4,2,3.41,2,11.59,6.89,1.51,2,8,3.1,61.3,53.22,0,12.01,2,0,87.91,205.1,372.69,0,NA,NA,NA,NA,NA,NA
83,"2018-11-21","Delve HC","UniqueMap",3.44,2.8,4,2,3.41,2,12,6.89,1.89,2,8,3.1,70.66,53.22,45,12.01,2,0,117.475,204.2,372.69,0,NA,NA,NA,NA,NA,NA
84,"2018-11-22","Delve HC","UniqueMap",3.36,3,5,2.33,3.6,2,12.55,8.21,2.24,2,8,4.46,70.9,69.58,9,13.56,2,0,125.44,197.505,373.73,0,NA,NA,NA,NA,NA,NA
85,"2018-11-23","Delve HC","UniqueMap",3.36,3,5,2,4.49,2,12.48,8.21,2.2,2,8.05923,4.46,71.16,57.31,0,13.56,2,0,129.79,193,393.145,0,NA,NA,NA,NA,NA,NA
86,"2018-11-24","Delve HC","UniqueMap",6.09,3,7,2,3.59,2,13.53,8,3,2,8,4.71,69.76,52.91,0,13.47,2,0,141.32667,201.03,392.1,0,NA,NA,NA,NA,NA,NA
87,"2018-11-25","Delve HC","UniqueMap",6.09,3,7,2.21,2,2,13.66,8,3,2,8,4.71,69.76,31.86,10,14.21,2,0,141.825,128.5,376.9825,0,NA,NA,NA,NA,NA,NA
88,"2018-11-26","Delve HC","UniqueMap",10,3,7,2,1.95,2,11.86,8,3.35,2,8,5,72.93,29.68,10,14.23,2,0,219.03,158.91,461.7,0,NA,NA,NA,NA,NA,NA
89,"2018-11-27","Delve HC","UniqueMap",10,3,7,2,1.86,2.45,11.94,8,3.35,2,8,5,72.98,29.68,0,14.23,2,0,248.23,154.5,501.31,0,NA,NA,NA,NA,NA,NA
