"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
69,"2019-11-13","Blight","Currency",0.97555,0.05556,0.04269,0.06045,60,2,2,3,2,0.62497,0.14699,25,159,1.13515,0.14286,0.10638,1.5,2.38262,39662.47516,2,0.20833,0.20211,22,0.04762,0.13501,0.47619,0.90909,0.7117,0.03333,0.03827,0.27778,0.01282,0.33324,1.1,41,1.16264,0.47093,8,15,2067,0.2,0.38462,0.01,4.48628,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2019-11-14","Blight","Currency",0.97822,0.05556,0.04,0.05882,60,2,2,3,2,0.625,0.14706,24.23575,159,1.2236,0.14286,0.10526,1.5,2.4,40281.92727,2,0.21377,0.19231,21,0.04762,0.13654,0.47619,0.90021,0.71429,0.03333,0.03704,0.27778,0.01348,0.33266,1.11658,41.91161,1.29522,0.45455,8,15,2067,0.1907,0.38462,0.00909,4.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2019-11-15","Blight","Currency",0.96824,0.05556,0.0436,0.05556,61.97872,2,2,3,2,0.6376,0.1529,24,159.93458,1.17142,0.14969,0.10734,1.5,2.39032,41244.42772,2,0.21739,0.18868,20.40492,0.04746,0.13611,0.47608,0.89893,0.70556,0.03333,0.04,0.27778,0.01399,0.33086,1.07434,42,1.30542,0.45209,8,14,2076.58965,0.18011,0.38462,0.00984,4.43411,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2019-11-16","Blight","Currency",0.91141,0.05556,0.04522,0.05841,60,2,2,4.71395,2,0.625,0.1535,23.62511,159.17877,1.26223,0.15421,0.10546,1.5,2.28095,42135,2,0.21739,0.18182,20,0.04818,0.13514,0.46396,0.90909,0.712,0.03333,0.04544,0.27498,0.01418,0.33226,1,41,1.01548,0.45,8,13.16184,2111.47531,0.17646,0.38462,0.01,4,19.63005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"2019-11-17","Blight","Currency",0.91516,0.05556,0.04745,0.05882,60,2,2,4,2,0.625,0.16255,23,159,1,0.15617,0.10369,1.5,2.39836,41859.77517,2,0.21739,0.17857,20,0.04983,0.13514,0.45416,0.83258,0.70912,0.03333,0.04545,0.27778,0.01449,0.33333,1.1,40,1,0.45253,8,13.09375,2137.99808,0.17623,0.38462,0.01,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2019-11-18","Blight","Currency",0.88931,0.05556,0.05,0.05882,60,2.68196,2,4,2,0.6,0.16198,23,160,1.16615,0.15426,0.1043,1.5,2.25809,42207.981,2,0.21584,0.16914,21,0.04798,0.13699,0.43625,0.82413,0.66912,0.03333,0.04191,0.27778,0.01622,0.32787,1.06951,40,1,0.45455,8,13.8475,2080,0.19054,0.39748,0.01,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"2019-11-19","Blight","Currency",0.90909,0.05556,0.05,0.06088,60,2.79286,2,4,2,0.5999,0.15734,23,164,1.16243,0.14286,0.1,1.49676,2,43698.24503,2,0.22722,0.16389,21.61057,0.04762,0.13514,0.43478,0.8,0.62586,0.03333,0.04167,0.27778,0.01667,0.32626,1,40,1,0.45985,8,14,2206.89598,0.176,0.39678,0.01,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"2019-11-20","Blight","Currency",0.904,0.05556,0.04537,0.05906,61,3,2,4,2,0.57799,0.15504,23,164,1.2,0.16667,0.10492,1.3349,2,43432.27703,2,0.22451,0.15625,22.43879,0.04762,0.14225,0.43147,0.82673,0.61111,0.03344,0.04331,0.27778,0.01667,0.32258,1,38.8051,1,0.45455,8,14,2214,0.17826,0.4,0.01144,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"2019-11-21","Blight","Currency",0.9,0.05556,0.04762,0.05882,61.78049,3,1,4,2,0.56554,0.15385,23,163,1.19005,0.16667,0.10347,1.43082,2.20874,42960.606,2,0.22954,0.15385,22,0.04762,0.13941,0.43396,0.83333,0.58824,0.03333,0.04167,0.28118,0.01667,0.2937,1.04064,37,1,0.45455,8,15,2161.74592,0.17139,0.4,0.01199,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"2019-11-22","Blight","Currency",0.89286,0.05556,0.05,0.06292,63.37412,2.73469,1,4.67386,2,0.56667,0.15873,24,162.41934,1.07266,0.16667,0.10347,1.44436,2.5,42720.79281,1.81252,0.23529,0.15385,21,0.04828,0.14215,0.43478,0.85134,0.5849,0.03499,0.04167,0.28325,0.01496,0.29317,1,37,1,0.4,8,15,2154.05693,0.17528,0.39231,0.012,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"2019-11-23","Blight","Currency",0.89341,0.05556,0.05,0.06366,62.11538,3,1,3.98571,2,0.57123,0.15768,23,160,1.15268,0.16667,0.10349,1.5,2.48674,42400,2,0.24549,0.16059,21.0505,0.05762,0.14077,0.44641,0.86957,0.58,0.03509,0.04167,0.27993,0.01667,0.29482,1,34,1,0.45,8,14.99505,2160,0.18011,0.41667,0.01198,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"2019-11-24","Blight","Currency",0.86957,0.05556,0.04545,0.06667,64.92346,2.04949,1,4.03878,2,0.57049,0.15625,22,160,1.19991,0.16667,0.10482,1.5,2.41682,42240,2,0.2569,0.15625,21,0.05556,0.13958,0.43478,0.9,0.56778,0.03333,0.04167,0.28424,0.01667,0.2884,1,32,1,0.45255,8,14,2080,0.1701,0.43478,0.01212,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"2019-11-25","Blight","Currency",0.84231,0.05807,0.04545,0.06543,75,3,2,4.96377,2,0.5552,0.15625,23,159.63829,1.18944,0.16667,0.1,1.5,2.42293,42191.41996,2,0.26655,0.15863,21.99861,0.05556,0.13889,0.43478,0.86646,0.55556,0.03333,0.04167,0.28795,0.01667,0.28243,1,30,1,0.45455,8,14,2080,0.16781,0.43276,0.01189,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"2019-11-26","Blight","Currency",0.83333,0.05556,0.04348,0.06044,78.60378,2,2,4.83282,2,0.5436,0.15548,24,159.88619,1.05144,0.16667,0.1,1.456,2,42135,2,0.26316,0.15873,21.70096,0.04837,0.13706,0.43478,0.83333,0.5258,0.03333,0.04117,0.30521,0.01667,0.28571,1,30,1,0.45,8,14,2080,0.16667,0.45,0.00993,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"2019-11-27","Blight","Currency",0.83333,0.05556,0.04348,0.08333,79.83108,2,2,4.34761,2,0.53961,0.15677,23,160,1.11402,0.16667,0.10526,1.41217,2,42080,2,0.27142,0.16129,22,0.04994,0.13862,0.44379,0.87312,0.55523,0.03333,0.04132,0.31395,0.01667,0.28571,1,32.09118,1,0.38533,8,14,2080,0.16667,0.45618,0.01,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"2019-11-28","Blight","Currency",0.8,0.05529,0.04431,0.08751,80,2,2,4.82017,2,0.54672,0.15783,22.77142,159,1.18099,0.16667,0.1087,1.2809,2,41778.91164,2,0.26859,0.16393,22,0.05,0.13863,0.45606,0.87075,0.55556,0.03333,0.04157,0.29565,0.01667,0.28571,1,33,1,0.3981,8,13,2139.67424,0.16667,0.45576,0.01,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"2019-11-29","Blight","Currency",0.8,0.05,0.05212,0.0864,80,2,2,4.89774,2,0.55021,0.16129,22.62779,157,1.18733,0.16667,0.10999,1.5,2,41134,2,0.27002,0.16667,23,0.05168,0.14043,0.47619,0.85947,0.55556,0.03333,0.04119,0.29412,0.01667,0.28369,1,33,1,0.4,8,13,2045.04742,0.16667,0.47619,0.01,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"2019-11-30","Blight","Currency",0.82797,0.05,0.04545,0.08153,80,2,2,5,2,0.55061,0.16647,23,155,1.19993,0.16667,0.11111,1.5,2,40300,1.84969,0.283,0.16667,22,0.05,0.13541,0.49745,0.90909,0.55556,0.03333,0.04167,0.29412,0.01667,0.27778,1,30,1,0.45455,8,13,2014.79458,0.16667,0.49657,0.01,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"2019-12-01","Blight","Currency",0.82894,0.05,0.04969,0.08333,78,2.52476,2,5.645,2,0.54225,0.16667,23,153.11825,1.23435,0.27236,0.11111,1.5,2,40040,2,0.28244,0.16756,21,0.04834,0.13473,0.5,0.9063,0.58333,0.03007,0.04196,0.28669,0.01537,0.28571,1,30,1,0.45455,8,13,1992.62368,0.16667,0.5,0.00998,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"2019-12-02","Blight","Currency",0.83333,0.04883,0.05,0.09586,77.46771,2.9352,2,5.55684,2,0.54514,0.16667,23,152,1.09596,0.25248,0.11609,1.49288,2,39815.80075,2,0.28571,0.18182,22,0.04898,0.13889,0.5,0.90909,0.59758,0.02857,0.04091,0.29251,0.01507,0.28571,1,32,1,0.45455,8,13,1976.32727,0.18139,0.5,0.00996,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"2019-12-03","Blight","Currency",0.71321,0.05,0.05,0.08333,75.77684,3,2,8.02121,2,0.54545,0.16667,22.35711,150.07642,1.12901,0.26546,0.125,1,2.28919,39584.86946,1.70987,0.28571,0.19053,22,0.05,0.1317,0.51953,0.95,0.625,0.03019,0.04167,0.31186,0.01524,0.28571,1.1,32.24179,1,0.44742,8,13,1950.56289,0.18624,0.49751,0.01,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"2019-12-04","Blight","Currency",0.66667,0.05,0.05,0.07081,75.57363,2.83954,2,10,2,0.5403,0.17766,22,150,1.19999,0.27937,0.125,1.19503,2.3,40109.25926,1.5,0.28571,0.18182,21.33321,0.04999,0.13091,0.55325,0.96711,0.59726,0.02913,0.04,0.29511,0.01667,0.28489,1,33,1,0.45021,8,12.94814,1950,0.16667,0.49095,0.00954,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"2019-12-05","Blight","Currency",0.81607,0.05256,0.05,0.06505,75.81818,2,2,10,2,0.53636,0.18182,23,150,1.38948,0.28571,0.13333,1,2.29922,41597.22222,2,0.28571,0.2,22,0.04852,0.14286,0.52564,0.94686,0.66539,0.02857,0.03939,0.28118,0.01647,0.27845,1,34,1,0.43971,8,12.8586,1950,0.19231,0.49667,0.00976,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"2019-12-06","Blight","Currency",0.79219,0.05489,0.04854,0.06338,80,2,2,10,2,0.54007,0.20366,22,150,1.33295,0.295,0.14286,1,2.47265,41935.95506,1.60026,0.28175,0.20807,21.99302,0.04762,0.14286,0.5009,0.92494,0.65265,0.02857,0.0371,0.28571,0.01504,0.28571,1,34.63525,1,0.41708,8,12.789,1800,0.19027,0.5,0.0096,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"2019-12-07","Blight","Currency",0.82307,0.05,0.04952,0.07608,80,2,2,10,2,0.53599,0.21698,23,150,1.36319,0.33121,0.14286,1,2.48827,42944.3617,1.9998,0.28128,0.21296,21,0.04762,0.14067,0.54684,0.9548,0.66667,0.02857,0.03571,0.28612,0.01376,0.28571,1,32,1,0.40516,8,13,1935.60606,0.2,0.5,0.00952,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"2019-12-08","Blight","Currency",0.83333,0.05,0.05,0.07602,79.31319,2,2,7,2.08229,0.52745,0.22028,24,152,1.40617,0.28571,0.13908,1.3578,2,43424.29787,1,0.26095,0.22222,20,0.0477,0.14286,0.5,0.94935,0.68974,0.02826,0.03394,0.32395,0.01231,0.28571,1,32.42129,1,0.4,8,13,1948.65893,0.18284,0.48329,0.00941,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"2019-12-09","Blight","Currency",0.69837,0.04759,0.04876,0.07576,89.38,2,2,6.34091,2,0.53493,0.20766,24,161.02788,1.47895,0.28571,0.13357,1.33333,2,45862.29068,1.5,0.25,0.22222,21.93537,0.04762,0.14286,0.5,0.97683,0.66667,0.025,0.03333,0.32157,0.01178,0.28571,1.03619,33.78843,1,0.39495,8,13,2070.78049,0.15708,0.4948,0.00959,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2016-12-02","Breach","Currency",0,1,1,0,0,0,0,0,0,0,0.16602,0,86.5,1,1,0.64375,0,0,NA,0,0.68571,0.39341,NA,1.04286,0.55333,1,1,1.01429,1.6,0,2.64286,1,0.96667,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2016-12-03","Breach","Currency",1.088,0.3539,0.34588,1,0,87.75,0,0,0,0.46683,0.05501,6.11667,40.00526,1,0.71035,0.11283,10,0,NA,3.38125,0.23652,0.04668,NA,0.45561,0.18242,0.28296,1,0.55234,0.1214,0.12841,1.5807,0.27053,0.21937,0.93338,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2016-12-04","Breach","Currency",1.05,0.06641,0.06297,1,0,47.55,26.57778,0,38.26923,0.1465,0.06115,5,44.63661,0.99966,0.31541,0.06756,4.31964,9.10333,NA,2,0.16667,0.04291,NA,0.10399,0.12798,0.25408,0.83533,0.33571,0.04643,0.02083,1.81518,0.01276,0.18339,0.88336,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2016-12-05","Breach","Currency",1,0.05464,0.05544,0.93705,0,18.61607,32.29107,0,15.19286,0.15991,0.07425,5.82857,52.41607,1,0.33043,0.08096,2.2,6.28214,NA,2.45357,0.19363,0.04407,NA,0.06053,0.12043,0.32707,0.9815,0.45226,0.04149,0.01765,1.82429,0.00965,0.23571,0.98304,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2016-12-06","Breach","Currency",1,0.05323,0.05332,0.77302,0,13.95932,20.17627,71.72308,11.1661,0.1695,0.08216,6.62288,55.52644,1,0.33192,0.09132,2,4.97288,NA,2.9661,0.21778,0.04749,NA,0.05615,0.125,0.36445,1,0.48069,0.04128,0.01653,1.85624,0.00955,0.26395,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2016-12-07","Breach","Currency",1,0.03104,0.03942,0.71988,0,10.72281,17.16842,68.3193,8.94737,0.19507,0.08853,7.31404,57.80439,1.40399,0.37807,0.10004,2,5.02895,NA,3,0.22417,0.05317,NA,0.04889,0.12499,0.40789,1,0.49616,0.03549,0.01573,1.81497,0.00932,0.30227,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2016-12-08","Breach","Currency",1,0.02891,0.04083,0.89619,0,9.3375,13.20714,48.04643,6.98571,0.1965,0.09082,7.6875,59.93464,1.42685,0.46164,0.10059,2,4.87232,NA,3,0.23853,0.05577,NA,0.03861,0.125,0.42236,1,0.5,0.03359,0.0172,1.61164,0.0095,0.33698,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2016-12-09","Breach","Currency",0.99893,0.02846,0.04256,0.84532,0,8.04464,9.76071,34.91964,6.625,0.19958,0.09392,8,62.13554,1.53357,0.4046,0.10898,2,4.89018,NA,3.38036,0.24013,0.05991,NA,0.03578,0.12593,0.43278,1,0.49999,0.03325,0.01957,1.66336,0.00858,0.38825,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2016-12-10","Breach","Currency",1,0.02715,0.0442,0.78869,260.65385,6.35714,7.33571,28.53393,5.29286,0.21673,0.09205,8,64.86616,1.5,0.35395,0.11103,1.99607,4.45268,NA,4,0.24346,0.06048,NA,0.03505,0.12703,0.43932,1,0.5,0.03186,0.01799,1.52747,0.00805,0.37404,1,NA,NA,NA,NA,NA,NA,NA,NA,0.2454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2016-12-11","Breach","Currency",1,0.02567,0.04883,0.85843,242.84375,5,5.62909,20.67273,5,0.24344,0.09091,8.06455,65.70255,1.5,0.33794,0.11111,2,4.45764,NA,4,0.24761,0.05881,NA,0.02748,0.13384,0.4508,0.98485,0.5,0.03093,0.01717,1.44368,0.00803,0.37919,1,NA,NA,NA,NA,NA,NA,NA,NA,0.09415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2016-12-12","Breach","Currency",1,0.02488,0.04341,0.64109,300,5,5.43091,17.81091,4.96909,0.242,0.09081,8.99545,67.29364,1.5,0.30917,0.11111,2,4.60036,NA,4,0.24206,0.05882,NA,0.02564,0.14163,0.45455,0.99072,0.51107,0.02657,0.01901,1.39273,0.00797,0.37037,1.03764,NA,NA,NA,NA,NA,NA,NA,NA,0.17141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2016-12-13","Breach","Currency",0.9958,0.02233,0.03956,0.56123,0,5.14286,5.01786,15.06875,4.19375,0.24396,0.09048,9,69.00714,1.5,0.32276,0.11111,2,4.99625,NA,4,0.24183,0.06183,NA,0.02501,0.13699,0.46499,0.9983,0.55636,0.02821,0.0158,1.27304,0.00705,0.36655,1.1217,NA,NA,NA,NA,NA,NA,NA,NA,0.02365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2016-12-14","Breach","Currency",0.9994,0.02,0.03901,0.5,0,7.23393,5.19107,15.00714,4,0.24752,0.09069,9.30893,71.19107,1.5,0.33333,0.11342,1.99696,5.76339,NA,4,0.24317,0.06251,NA,0.02466,0.13887,0.48078,1,0.63947,0.02511,0.01643,1.20321,0.00738,0.37924,1.11552,NA,NA,NA,NA,NA,NA,NA,NA,0.02592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2016-12-15","Breach","Currency",0.97953,0.02,0.03662,0.5,0,11.65175,5.1614,16.23509,4,0.2571,0.09833,10,71.39211,1.5,0.33333,0.11673,2,5.97754,NA,4,0.24989,0.0654,NA,0.02494,0.14014,0.48594,1,0.61953,0.025,0.01626,1.2,0.00772,0.37254,1.10559,NA,NA,NA,NA,NA,NA,NA,NA,0.03443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2016-12-16","Breach","Currency",0.91955,0.01982,0.03244,0.5,168.33333,11.74583,5,16.02,4,0.27111,0.09832,10.30778,71.575,1.5,0.33325,0.12236,2,5.91189,NA,4.16833,0.25662,0.06616,NA,0.02492,0.14161,0.48004,1,0.59297,0.02457,0.01589,1.2,0.00758,0.36581,1.10486,NA,NA,NA,NA,NA,NA,NA,NA,0.02385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2016-12-17","Breach","Currency",0.99796,0.02,0.03089,0.5,0,9.88214,5,17.55,4,0.27566,0.1003,11,71.14125,1.5,0.33333,0.11838,2,5.65673,NA,5,0.26857,0.0659,NA,0.02515,0.14286,0.478,1,0.63036,0.02286,0.01734,1.2,0.00677,0.36052,1.14054,NA,NA,NA,NA,NA,NA,NA,NA,0.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2016-12-18","Breach","Currency",0.93942,0.01991,0.02861,0.5,315,8.93091,4.32091,18.07727,4,0.2816,0.10998,10.86873,70.70909,1.5,0.28909,0.11768,2,5.01091,NA,5,0.27821,0.06731,NA,0.03027,0.14287,0.47619,1,0.61711,0.02368,0.01698,1.1875,0.00624,0.36059,1.16313,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2016-12-19","Breach","Currency",0.88594,0.01696,0.02842,0.5,296.02,8.07018,4,17.43772,3.99123,0.29044,0.10548,10.47003,70.21667,1.5,0.24981,0.11753,2,5,NA,5,0.27794,0.06673,NA,0.03333,0.14297,0.47619,1,0.6342,0.02426,0.01708,1.15456,0.00603,0.36588,1.19982,NA,NA,NA,NA,NA,NA,NA,NA,0.01975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2016-12-20","Breach","Currency",0.81474,0.01482,0.02853,0.5,298.80577,8.00536,4,17.27232,3.13304,0.31247,0.1025,10,70,1.49801,0.24575,0.11704,2,5,NA,4.70298,0.2791,0.06653,NA,0.03323,0.15579,0.47619,1,0.64575,0.02484,0.01682,1.12924,0.00625,0.35097,1.24896,NA,NA,NA,NA,NA,NA,NA,NA,0.01989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2016-12-21","Breach","Currency",0.7103,0.01661,0.0283,0.5,303.36923,8.10909,4,16.64545,3,0.30914,0.09999,10,70.17273,1.49176,0.22465,0.11554,2,4.95624,NA,4.69803,0.28124,0.06497,NA,0.03333,0.1451,0.47147,1,0.61658,0.02471,0.01645,1.11492,0.00566,0.33796,1.3006,NA,NA,NA,NA,NA,NA,NA,NA,0.01996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2016-12-22","Breach","Currency",0.74917,0.01631,0.02727,0.5,244.96909,8.13364,4,14.99273,3,0.29208,0.09936,10,70.74864,1.4215,0.20046,0.1112,2,4.46,NA,5,0.27293,0.06513,NA,0.03333,0.14712,0.45529,1,0.61261,0.02461,0.0166,1.1,0.005,0.32496,1.25582,NA,NA,NA,NA,NA,NA,NA,NA,0.0199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2016-12-23","Breach","Currency",0.70861,0.01558,0.02843,0.5,267.04649,8.05526,3.94298,14.90175,3,0.30375,0.09949,10,70.05702,1.39912,0.2,0.11102,1.98754,4,NA,5,0.27778,0.06651,NA,0.03331,0.15646,0.44872,1,0.6117,0.02393,0.01661,1.07886,0.00547,0.32288,1.26392,NA,NA,NA,NA,NA,NA,NA,NA,0.01927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2016-12-24","Breach","Currency",0.68828,0.01661,0.03038,0.48568,260.79914,9.33707,3.7931,14.42759,3,0.28642,0.09749,10,70.32397,1.3721,0.1883,0.11059,1.76954,4.04328,NA,5,0.28452,0.06667,NA,0.03308,0.16617,0.44433,1,0.63831,0.025,0.01666,1.02319,0.00525,0.31841,1.28111,NA,NA,NA,NA,NA,NA,NA,NA,0.01852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
