"Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Army.of.Bones","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fireborn","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","Grand.Spectrum","Growing.Agony","Hair.Trigger","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.in.All.Forms","Mutated.Growth","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Pugilist","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Spire.of.Stone","Spirit.Guards","Spirited.Response","Static.Electricity","Steel.Spirit","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Vigil","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Volley.Fire","Warlord.s.Reach","Weight.of.Sin","Weight.of.the.Empire","Winter.s.Bounty","Collateral.Damage","Combat.Focus","Fight.for.Survival","First.Snow","From.Dust","Frozen.Trail","Hazardous.Research","Inevitability","Might.and.Influence","Might.of.the.Meek","Omen.on.the.Winds","Overwhelming.Odds","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pure.Talent","Ring.of.Blades","Soul.s.Wick","Spreading.Rot","Sudden.Ignition","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","The.Anima.Stone","The.Blue.Dream","The.Blue.Nightmare","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","To.Dust","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Violent.Dead","Watcher.s.Eye","Wildfire","Winter.Burial","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Glorious.Vanity","Lethal.Pride","Militant.Faith","Fortress.Covenant","Quickening.Covenant","Thread.of.Hope","NA."
2018-12-30,"Standard","UniqueJewel",1,1.01,0.39,0,0.39,1,0.39,1,0.39,1,1,0.39,2.38,5,0.39,0.8902,1,1,0.21,1,1,5.62051,25,0.95,138.47,520.57,276.98,225.57,0.39,20,1,23.11,4.92,0.9701,0.78,0.39,2,20,0.39,0.66265,1,1,0.39,1.99,1,40.60714,26.49,14.94,49.95031,0.39,1,1,0.61,1,0.39,1,0.39,1,0.39,1,0.39,1,0.39,1.33,1,0.39,0.82031,0.71,0.39,1,0.39,0.39,0.39,0.39,1,1,1,1,0.39,0.39,1,0.57061,0.9501,0.39,24.87,1,1,1,1,0.39,0.93031,0.41,250.04041,0.39,0.39,5,40,75,49.21,0.39,1,1,0.39,1,1,1,181.5052,43.78,502.12,1,111.5775,502.12,3.71245,376.59,680.5,2.25265,70.23,251.06,612.24,2507.34,1,206.32163,1,0.39,0,0,0,0,0,0,0,0,0,0
2018-12-31,"Standard","UniqueJewel",2,1,0.39,0,0.39,1,0.39,1,0.39,1,1,0.39,3.29476,5,0.39,0.82,1,1,0.25,1,1,2.96,25,0.95,119.97,520.57,251.06,225.57,0.39,20,1,20,4.58531,1,0.67,0.39,3,5.9651,0.39,0.98,1,1,0.39,2.11,1,43.92286,28,15,50,0.41,1,0.70041,0.43,1,0.39,1,0.39,0.47,0.41,0.84,0.39,1,0.39,1,1,0.39,1,0.55,0.39,1,0.39,0.39,0.39,0.39,1,1,1,1,0.39,0.39,1,1,0.39,0.4402,20,1,1,1,1,0.39,0.39,0.52041,251.06,0.39,0.9251,5,40,66.73673,45.56286,0.3951,0.7351,1,0.39,1,1,1,176.97022,46.71,419.995,1.22,98.14,502.12,4.43,376.59,686.14,3.85,68,251.06,376.59,2484.16,0.9951,125.53,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-01,"Standard","UniqueJewel",1,1,0.39,0,0.39,1,0.39,1,0.39,1,1,0.39,3,5,0.39,0.45143,1,1,0.38,1,1,12.11122,24.89,0.85,275,499.52,173.7825,206.55,0.39,20.13,1,20,5,0.78,0.39,0.39,3,8.24031,0.39,1,1,1,0.39,1.73,1,40,24.81,15,46.58163,0.39,0.7402,0.67,0.39,1,0.39,0.5901,0.39,0.41,0.39,0.39,0.27,1,0.39,1,1,0.39,0.78,0.55,0.39,1,0.39,0.39,0.39,0.39,1,1,1,0.88,0.39,0.39,1,0.39,0.75,0.39,20,0.8402,1,1,1,0.39,0.4301,0.39,251.06571,0.39,0.74,3.1502,40.19602,53.19,44.15122,0.41,0.86,0.78,0.39,0.55,1,1,154.14883,43.09,461.15,3,85,499.764,4.2,361.508,661.928,4.02,47.48,249.4,374.64,2552.02409,0.95041,190.86061,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-02,"Standard","UniqueJewel",2,1.01,0.38,0,0.38,1,0.73,1,0.6251,1.23408,1,0.38,2.47,6.53061,0.38,0.5,1,0.92,0.38,1,1,15,19.97551,0.86,274.16,568.64,275.64,143.18,0.38,10.77,1,20.73755,5,0.58,0.38,0.46,2,15.53,0.38,0.81571,1,1,0.38,1.73,1,50,28.09,14.1914,56.05551,0.38,0.69,0.53,0.38,1,0.38,0.41,0.3951,0.46,0.38,0.69,0.34,1,0.4,1,1,0.38,0.5351,0.48,0.38,1,0.38,0.38,0.38,0.38,0.96,1,1,0.87,0.38,0.38,1,0.39,0.47,0.38,20,1,1,1,1,0.38,0.61,0.6802,280.01571,0.38,0.6802,3.36571,40,54.99735,42.92898,0.38,0.7,0.9702,0.38,0.77,1,0.96,164.24875,45.41,432.57,1,88.23,498,5.21939,365.72,632.3894,4,99.08,242.65,373.5,2614.5,1,140.20408,1,0.38,0,0,0,0,0,0,0,0,0,0
2019-01-03,"Standard","UniqueJewel",2.0052,1,0.39,0,0.38,1,0.39,1,0.39,1.0001,1,0.39,2,5.33398,0.39,0.39,1.07,0.9601,0.39,0.98,1,16.34,25,0.76,375.09,766.92,249.59333,144.47,0.39,19.48,1,25,5,0.8402,0.39,0.39,2,10,0.39,1,1,1,0.39,2.57,1,38.83204,20,14.59,58.59051,0.39,0.9202,0.49,0.39,1,0.39,0.57969,0.39,0.52071,0.39,0.9402,0.38,1,0.39,1,1.78,0.39,0.39,0.39,0.39,1,0.39,0.4,0.39,0.39,0.96,1,1,1,0.6401,0.39,1,0.92,0.52031,0.3901,19.08,1,0.8301,1,1,0.39,0.43041,0.39,249.00082,0.39,0.49,2,40,55,48.83173,0.5602,1,1,0.39,0.93,1,0.99,130.58,38.42857,429.476,1,96,498.00889,3.64,317.99,668.38,4,121.8,244.15,373.5,2618.1498,1,168.88245,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-04,"Standard","UniqueJewel",2,1.03,0.38,0,0.37,1,0.38,1,0.38,1,1,0.38,2,10,0.38,0.76,1,1,0.38,1,1.45531,14,20,0.77633,224.22061,846.80476,250.06,262.56,0.8802,19.8451,1,20,4.4351,1,0.38,0.38,1.03571,18.37551,0.38,1,1,1,0.38,3,1,40,25.3602,13.7458,59.64,0.38,0.8751,0.6,0.38,1,0.38,0.87531,0.38,0.68,0.38,1,0.38,2.19,0.39,1,1.34408,0.38,0.38,0.38,0.38,0.84,0.38,0.63571,0.38,0.38,0.9851,1,1,1,0.36,0.38,1,1,0.83,0.38,18.56,1,1,1,1,0.3851,0.42,0.38,263.39796,0.38,0.3851,3.08,40,59.49061,46.90143,0.38,1,1,0.26,1,0.6002,1,135.82181,28.01,435.793,1,96.68,500.12,3.69592,326.95172,625.15,4,121.2,188.13333,375.09,2664.56,1,225.79898,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-05,"Standard","UniqueJewel",2,1,0.56,0,0.4,1,0.3801,1.5202,0.41,1,1,0.4,2,5,0.50163,0.89,0.84,1,0.41,0.5,1,8.07051,20,0.9301,224.95,630,250.06,264.45051,0.4101,20,1,19.3,3.58031,1,0.7702,0.4,2,19.67,0.4101,1,1,1,0.4,3,1,40,20.16214,12.21,58.83071,0.4,0.96,0.4,0.4,1,0.4,0.6,0.41,0.68,0.4,1,0.56,1,0.48,2,1,0.4,0.6,1,0.4,1,0.4,0.41,0.4,0.4,1,1,1,1,0.4,0.4,1,0.6702,1,0.4601,19.10143,1,1,1,1,0.4,0.4,0.7701,304.26255,0.4,0.4,4.00153,38.40459,61.95041,44.62388,0.42,1,1,0.38,1,0.57,1,133.63442,28.69,438.83583,2.21224,100,503.71556,2.82,348.4313,662.85184,4.03,85.32,187.61833,376.50545,2631.78,1,239.56796,1,0.4601,0,0,0,0,0,0,0,0,0,0
2019-01-06,"Standard","UniqueJewel",1,1,0.4,0,0.4,2.9,0.4,1.0102,1,1,1,0.4,1.44,3.11531,0.5151,0.58,0.87,0.9551,0.4,1,1,8.63,15.65592,0.4,227.34,630,203.28648,264.6,0.91551,19.15,1,10.06,5,0.96,0.73,0.42,1.33,16.71939,0.56,1,0.65,1,0.4,2.39,1,44.19,19.95592,10,50,0.44,1,0.4,0.41,1,0.4,0.74,0.4,0.95,0.4,0.9651,0.4451,1,0.4,2,1,0.5451,0.96,0.77,0.4,1,0.4,0.4,0.4,0.4,1,1,1,1,0.4,0.43,1,0.4,0.56,0.4051,15,0.94,1,1,1,0.4051,0.5,0.57,274.48367,0.4,0.4,3.67163,40,60,42.78224,0.65551,1,0.6102,0.4602,1,0.76,1,128.92302,37.6,441,1,100,562.5,3.62,365.9,653.59,1.56,82.6,188.98833,378,2772,0.6451,184.48,1,0.5002,0,0,0,0,0,0,0,0,0,0
2019-01-07,"Standard","UniqueJewel",1,1.59,0.39,0,0.31,2.7,0.39,1.06173,1,1,1,0.39,1,4.89031,0.3901,0.39,0.92,0.85092,0.18,0.84082,1,9.95,18.34,0.39,231.31,632.5,220.55,265.10133,0.39,20,1,17.88163,5,0.97,0.51031,0.65,1.30347,13.53,0.39,1,1,1,0.39,1.08,0.54,43.9,20,10,49.46143,0.39,1,0.39,0.49,1,0.39,0.5602,0.39,1,0.39,1,0.39,1,0.76,2,1,0.47,1,0.4,0.39,1,0.39,0.39,0.39,0.39,1,1,1,1,0.39,0.39,1,0.39,0.6801,0.39,11.08847,0.44,1,1,1,0.48,0.4702,0.39,268.9601,0.54,0.65031,2.51133,40,65,44.43296,0.39,0.39,0.4601,0.39,0.89,1,1,127.8466,39.38,442.75,2,100,560.88,3.52,318.33,671.49,1,82.6,140.68,379.38656,3004.88875,1,134.59847,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-08,"Standard","UniqueJewel",1,1.93,0.39,0,0.39,3,0.39,1,0.96,1,1,0.39,1,5,0.39,0.89,0.82,1,0.2,1,1,10,20.35,0.39,232.17,634.85,213.82,192.44,0.56,20,1,19.22,5,1,0.39,0.78,2,11.07,0.39,1,1,1,0.39,1.1,0.9102,49.38,20,10,50,0.39,1,0.41,0.53,1,0.39,0.66,0.39,1,0.39,1,0.39,1,0.53,3.5,1,0.53,1,0.39,0.39,1,0.39,0.39,0.39,0.39,1,1,1,0.91,0.4501,0.39,1,0.79,0.8901,0.39,14.57082,1,1,1,1,0.8802,0.50031,0.4001,279.8502,0.6101,1,2,38.97,65,45,0.39,0.77061,1,0.39,1,1,1,126.97,39.38,444.4,3.05,100,566.51,3.96041,312.4,688.785,1.02051,82.6,129.66,264.025,3057.16559,1,167.70224,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-09,"Standard","UniqueJewel",2,1,0.39,0,0.39,3,0.39,1,0.39,1,1,0.39,1,5.48531,0.39,1,0.71,1,0.31,1,1,8.26,23.5,0.93,250.8802,636.8561,129.02,253.14,0.39,20.57184,1,22.82306,5,1,0.39,0.45,1.72,14.28,0.39,1,2.59,1,0.39,1,1,47.51,19.05,10,50,0.39,1,0.39,0.39,1,0.39,0.82,0.39,1,0.39,1,0.39,1,0.39,2.7,2,0.50051,0.52,0.39,0.39,0.39,0.39,0.39,0.39,0.39,1,1,1,0.92,0.39,0.39,1,1,0.4,0.39,14,1,1,1,1,0.73071,0.39,0.59,306.62082,0.39,0.39,3,34.86143,64.22327,45,0.39,1,1,0.39,1,1,1,128.46232,40.62,387.06,3.17,100.0938,578.34,3.28,286.53,642.6,2,70,128.3545,224.49,3096.48,1,253.63439,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-10,"Standard","UniqueJewel",2.38,1,0.39,0,0.39,3,0.39,1,0.39,1,0.76,0.39,1,5.96,0.39,0.95,0.85,1,0.34,0.5951,1,7.19,24,0.95,239.13,652.65,238.36067,339.24,0.39,20,1,20,5,1,0.39,1,3.38571,12.33,0.39,1,1,1,0.39,1,1,41.72,17.89082,10,47.9702,0.39,1,0.39,0.39,1,0.39,0.92,0.39,1,0.39,1,0.39,1,0.39,3.15163,1,0.39,0.51,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.94122,1,0.79,0.75,0.39,0.39,1,0.39,0.53,0.3851,15,0.4851,1,1,1,0.39,0.39,0.67,300.62469,0.39,0.39,2.17551,30,70,45,0.45,1,1,0.39,1,1,1,130,40,391.59,2,88.55,587.38,4,260.04,652.65,1.74,68.09,130.42,261.06,3211.35927,1,172.86898,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-11,"Standard","UniqueJewel",3,1,0.39,0,0.39,1.18,0.39,1,0.39,1,1,0.39,1,5.0002,0.39,1,0.94,1,0.37,1,1,8.95082,20,0.71,252.13833,646.35789,214.74,170.9302,0.39,24.42,1,24.44,5,1,0.44,1,4.23,14.93,0.39,1,1.11112,1,0.39,1,1,40,20,10,50,0.39,1,0.39,0.39,1,0.39,0.98,0.39,0.99,0.39,1,0.39,1,0.39,3.75,1,0.39,0.62,0.39,0.39,0.71031,0.39,0.39,0.39,0.39,1,1,1,0.43,0.42,0.39,2.3625,0.9,0.73,0.39,16.76,0.8102,1,1,1,0.9801,0.39,0.48,299.25112,0.39,0.39,2.30031,30.62041,70,45,0.5,1,1,0.39,1,1,1,124.80364,42.16,387.80885,2,80,558.72,5.59,258.396,647.55,1.08,73.72,129.27636,258.3019,3157.86514,1,219.56082,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-12,"Standard","UniqueJewel",3,1,0.4,0,0.4,1.76,0.4,1,0.4,1,1,0.4,1,5.7051,0.4,1,1,1,0.4,1,1.31643,7.37082,19.79,0.4,254.25,640.86304,217.45,1513.01347,0.4,22.15367,1,19.27,5,1,0.9,0.4,1,10,0.4,1,2.7551,1,0.4,1,1,40,18.14531,10,49.02,0.42,1,0.4,0.4,1.2069,0.4,0.88,0.7,0.4651,0.4,1,0.4,1,0.41,4.11,1,0.5051,0.8,0.4,0.4,1,0.4,0.4,0.4,0.4,1,1,0.9551,1,0.4,0.4,1.83,1,0.9151,0.4,11.20653,1,1,1,1,0.9451,0.4451,0.9151,293.15,0.4,0.4,2.98531,35,70,45,0.4,0.96082,1,0.4,1,0.64531,1,125.08917,45.05,384.55091,2,80,615.76,4.53,265.9025,640.93333,2,81.01375,128.16826,255.65,3204.54545,1,164.54694,1,0.4,0,0,0,0,0,0,0,0,0,0
2019-01-13,"Standard","UniqueJewel",2.11735,1,0.4,0,0.4,0.95,0.4,1,0.4,1,1,0.4,1,3.68714,0.42041,0.72551,1,1,0.4,1,1.34,9.19,20,0.7,255.71917,579.12,257.06,212.07,0.8,19.03061,1,19,3,1,0.58,0.4,1.93,10,0.4,0.9902,1,1,0.4,1,1,42.66551,18.4,14.28806,49.9902,0.47,1,0.4,0.4,1,0.4,1,0.4,0.4,0.4,1,0.4,0.9751,0.4,2.69,1,0.45,0.8,0.4,0.4,0.5551,0.4,0.4,0.4,0.3451,1,1,0.9551,1,0.4,0.4,1,0.81531,0.48,0.4,15,1,1,1,1,0.4,0.4,0.42,321.32,0.4,0.4,4.33184,32.16837,65,45,0.4,0.5351,1,0.3951,1,0.53,1,118.88,47.16,385.59,1.56551,90.94,622.85,3.83796,313.85708,687.68,2.13,89.90571,122.482,255.17095,3465.38879,1,192.27061,1,0.4,0,0,0,0,0,0,0,0,0,0
2019-01-14,"Standard","UniqueJewel",2.1,1,0.39,0,0.39,1,0.39,1,0.4,1,1,0.39,1.22,8.7702,0.48041,0.39,1,1,0.39,1,1.41,11.29531,19.09,1,252.56,560.94,257.06,192.8,0.47,18.48673,0.86612,15,3,1,0.4151,0.39,2,15.02551,0.39,0.96,1,1,0.39,1,1,39.27694,18,15,50,0.39,0.69612,0.39,0.39,1,0.39,1,0.39,0.47,0.56531,0.64,0.39,1,0.4,2,1,0.39,0.87,0.39,0.39,0.74041,0.39,0.39,0.39,0.3851,1,1,0.59735,1,0.39,0.39,1,0.83,0.74,0.39,14,1,1,1,1,0.39,0.47531,0.39,359.88,0.39,0.39,3,30,69,44.41041,0.7351,0.44,1,0.39,0.97,0.65041,1,115.57,41.63,385.59,1,125.27,642.65,3.35,257.87,642.65,5,96.94,121.14,252.43,3470.31,1,213.83673,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-15,"Standard","UniqueJewel",2,1,0.39,0,0.39,1,0.39,1,0.74163,1,1,0.83,1.06329,5.00602,0.52,0.41,1,1,0.39,0.6602,2,9.54092,22.23112,0.58,258.04,601.40824,258.04,193.2901,0.39,18,0.62041,12.46,4.39214,1,0.4101,0.39,2.66,20,0.39,0.87,1.94,1,0.39,1,1,37.6,20,14.79,52.80071,0.56,1,0.39,0.44,0.97857,0.39,1,0.39,0.39,0.45,0.52,0.39,1.28,0.51,2,1,0.39,0.39,0.39,0.39,0.8101,0.39,0.56,0.39,0.27,0.4401,1,0.39,1,0.39,0.39,1,0.39,0.78051,0.39,11.31071,1,1,1,1.03,0.5401,1,0.39,387.06,0.39,0.39,3,26.20041,60,42,1.21,0.55,1,0.43031,0.9602,0.93,1,100,43.37,433.82786,1.58143,100.45,645.0525,3,248.0087,653.1,5,103.12,121.57,248,3584.33375,1,194.10163,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-16,"Standard","UniqueJewel",2.7,1,0.38,0,0.38,1,0.50041,1.37143,0.62551,1,1,0.41,1,4.12,0.38,1,1,0.91,0.38,1,1,10,21.7351,0.38,258.7,606.22529,259.4,388.14061,0.38,15.56,1,10,5,0.60041,0.54551,0.38,2,18.19,0.52,1,1,1,0.38,1,1,39.68163,20,15.21293,58.71,1,1,0.38,0.47,0.96,0.38,0.8002,0.39,0.38,0.79,1,0.38,2,0.38,2,1,0.38,0.38,0.38,0.38,1,0.38,0.38,0.38,0.38,0.5,1,0.38,1,0.38,0.38,1,0.4,0.53,0.38,15,1,1,1,1.0351,0.38,0.83082,0.39,388.98,0.38,0.38,3.8402,30,64.85592,43.75551,0.38,0.88,1,0.8,0.84,0.97,1,110,47.39,448.17,1.18,97.45,631.56727,2.17061,260.04,650.85385,6.73694,105.11,108.8,201.81179,3769.188,1,158.92612,1,0.39,0,0,0,0,0,0,0,0,0,0
2019-01-17,"Standard","UniqueJewel",2,1,0.38,0,0.38,1,0.62,1,0.85,1,1,0.4151,1,3.22,0.71816,1,0.97,0.82,0.38,1,1,10,19.9902,0.38,260.25,607.18,130.52,274.04102,0.38,30,1,15,5,0.58,1,0.38,3,15,0.38,1,1,1,0.38,1,1,47.42,20,15.13,66.86551,1,1,0.73,0.41,0.98435,0.38,0.6551,0.5,0.38,0.61,1,0.38,2,0.49102,2,1,0.38,0.38,0.44,0.38,1,0.38,0.4151,0.38,0.38,1,2,0.38,1,0.38,0.38,1,0.8451,0.65,0.38,16.83347,1,1,1.05,2,0.38,0.8651,0.38,376.49612,0.38,0.38,3,29,62.32612,44.88,0.38,0.44,1,0.38,0.81,0.9251,1,110,50,417.42,3.04,93.87,645.91,3.31204,261.04,652.55536,5.65,99.95,130.07,195.99833,3784.42516,1,212.23592,1.16,0.38,0,0,0,0,0,0,0,0,0,0
2019-01-18,"Standard","UniqueJewel",2,1,0.37,0,0.37,1,0.9,1,0.69,1,1,0.37,1,5.19,0.37,1,0.4,1,0.37,1,1,15,20,0.37,261.19125,610.91,130.62286,288.97,0.36,20,1,11.76,5,1,0.77,0.37,3,19.28,0.37,1,1,1,0.37,1.07406,1,50.73,20,13.27,56.95735,0.87,1,0.53,0.52,1,0.37,0.84,0.37,0.3951,0.72,1,0.37,1.05,0.97,2.84633,1,0.37,0.37,0.37,0.37,1,0.37,0.37,0.36,0.37,1,1.46571,0.44,1.87,0.37,0.37,1,0.97551,0.44,0.37,19.34694,1,0.86551,1,1.61531,0.37,0.5702,0.67551,389.85918,0.37,0.37,3,30,65,40,0.59,0.49,1,0.37,0.37,1,0.9451,113.18111,50,417.956,3.5802,91.57,653.075,2.87,260.66553,653.1,8,102.14,114.54476,257.01042,3791.4179,1,168.47796,1,0.73,0,0,0,0,0,0,0,0,0,0
2019-01-19,"Standard","UniqueJewel",2,1,0.37,0,0.37,1,0.49,1,0.98,1,1,0.46,1.52,10,0.37,1,0.38,0.83,0.37,1,1,15,20.49367,0.37,261.682,604.47389,130.92,289.25592,0.37,19.25,1,10,4,1,0.53,0.7,2.71592,15,0.37,1,1,1,0.37,1.11,0.93633,59.87245,20,10,60,0.4302,0.9,0.44,0.79449,1,0.37,0.62969,0.37,0.53,0.87,1,0.37,1,0.37,1.51,1,0.37,0.59,0.37,0.37,1,1,0.37,0.37,0.37,0.9751,1,0.59,1.81643,0.45633,0.37,1,0.72571,0.5,0.37,20,1,1,1,1,0.73143,0.45592,1,387.51959,0.37,1,2.82143,30,60,40,0.8402,0.71061,0.88,0.37,1,1,0.96,120,50,438.63167,3.93,90.52,732.78,4.84735,261.15611,654.37778,5.04082,102.14,113.384,261.7,3912.94,1,155.1102,1,0.55,0,0,0,0,0,0,0,0,0,0
2019-01-20,"Standard","UniqueJewel",1.95102,1,0.37,0,0.37,1.14622,0.41,1,0.82,1,1,0.37,1.11,5,0.3751,1,0.55346,1,0.37,1,0.73,10,20.26347,0.45,255.49667,606.8,205.05,262.04,0.58122,20,1,12.16388,3.29082,1,0.42,0.37,2,17,0.37,0.53,1,1,0.37,5,0.83,62.83184,20,9,57.68592,0.4451,1,0.37,1,1,0.37,1,0.37,0.45,0.73633,1,0.37,1,0.37,2,1,0.37,0.72041,0.93531,0.37,1,0.96082,0.37,0.37,0.37,0.95,1.0351,0.8502,2,0.37,0.37,1,0.37,0.38,0.45,20,1,1,1,1,0.37,0.74,1,390.11184,0.37,0.38,3,32.08041,60,40,1,0.91673,0.54531,0.37,1,0.97,1,123.23,49.94914,442.22429,1.85551,92.02625,749.3,4.85061,261.67,655.1,5,104.41,110.67,246.36,3801.87,1,247.94878,1,0.37,0,0,0,0,0,0,0,0,0,0
2019-01-21,"Standard","UniqueJewel",1,1,0.37,0,0.37,2.54,0.5051,1,0.92571,1,1,0.37,1.45,5.25,0.37,0.93,0.63,0.9302,0.37,1.16163,0.76,10,24.05061,0.65,258.63,621.01,202.24929,262.04,0.37,26.29,1,15,5,0.96,0.5,0.44,2,15,0.37,0.72,1,1,0.37,4.1,0.86,60,19.62612,9.07,55,0.37,1,0.76,0.9902,1,0.37,0.37,0.37,0.99,0.5,1,0.37,1,0.3851,2,1,0.37,0.37,1,0.37,0.85,0.5002,0.37,0.37,0.37,1,1.08,0.97,2,0.4,0.37,1,0.37,0.37,0.37,17.04,1,1,1,1,0.55755,0.37,0.37,375.73102,0.37,0.4,4,31.92286,61.92408,45.20408,1,0.37,0.4951,0.37,1,1,1,120,46.06,414.74,1.9351,96.85,655.1,2.56061,261.74,655.1,5.08041,97.45,111.5,261.22,3799.58,1,172.6798,1,0.37,0,0,0,0,0,0,0,0,0,0
2019-01-22,"Standard","UniqueJewel",1,1,0.37,0,0.36,2.21,0.36,1,0.4801,1,1,0.36,1,9,0.36,0.94,0.9,0.80041,0.36,1.54,0.79219,10.6402,24.65255,1,236.11,625.13,136.84,393.06,0.36,30,1,12.14388,5,0.7402,0.42,0.51041,2,9.64,0.36,0.53,1,1,0.36,4.72,1,53.4602,19.00092,10.7,55,0.36,1,0.83,0.72,1,0.36,0.42,0.36,1,0.82,1,0.36,1,0.36,2.68,1,0.6701,0.42,0.97,0.36,0.8801,0.36,0.4,0.36,0.36,1,1.93071,0.93,1.38,0.96041,0.36031,1,0.94,0.37,0.36,14.2,0.7,0.97,1,2.5401,0.36,0.4201,0.98,393.06,0.36,0.43031,4,31.13051,68.04224,40.08102,0.57,0.5,0.94,0.36,1,1,1,120,45,414.74,2,95.63,757.11,3.97,262.04,655.1,5.9901,97.032,104.22,262.04,3799.58,0.9502,249.92735,1,0.36,0,0,0,0,0,0,0,0,0,0
2019-01-23,"Standard","UniqueJewel",1.10571,1.03,0.36,0,0.37,1.03,0.78102,1,0.37,1,1,0.61,1,9.12,0.37,0.95,1,0.9951,0.37,2,0.714,12.2902,25.36,1,224.78727,629.32,233.53,395.29592,0.36,21.6551,1,14.24,5,0.8051,0.5451,0.37,1.51,9.7451,0.37,0.81571,1,1,0.6,3.63,1,55,17.69898,11.44298,58.84122,0.37,0.99,0.62,0.74,1,0.37,1,0.37,1,1,1,0.37,1,0.40041,2.86,1,0.79,0.37,1,0.37,1,0.3751,0.36,0.37,0.37,1,1,0.95,1.84561,1,0.53,1,1,0.5151,0.37,12.73531,1,0.98041,1,1.7651,0.37,0.7902,0.91,377.72163,0.37,0.4702,3,30,70,40,1,0.67,0.98531,0.37,0.9551,1,1,119.82044,43.7,425.03667,2.5202,96.30526,742.87,4,264.12625,658.84886,4.70204,98.5,131.66375,262.98825,3813.44288,1,185.61857,1,0.37,0,0,0,0,0,0,0,0,0,0
2019-01-24,"Standard","UniqueJewel",2,1.03,0.37,0,0.37,1.04,0.83,1,0.46,1,1,0.83,1.23,5,0.3501,0.96,0.95955,1,0.37,1,0.67,13.35,25,1,230.69364,529.31,262.67,427.99,0.37,23.89031,1,10.15092,5,0.89,0.38,0.37,1.29,10,0.37,1,1,1,0.48153,3.46,1,53.16,16.01,9,60,0.37,1,0.37,0.5,1,0.37,1,0.37,1,0.37,1,0.37,1,0.39,3,1,0.93,0.50041,0.82,0.37,1,0.47,0.36,0.44,0.37,1,2,1,1,1,0.36,1,1,0.6702,0.37,13.06133,1,1,1,2.51163,0.4,0.9002,0.93071,373.99112,0.37,0.37,3.00265,29.46061,70,40,0.39,1,0.42,0.37,1,1,1,120,40,408.381,2.96041,110.993,737.8,4.38143,264.92,662.3,3.33,90.67,121.7635,264.92,3828.97,1,213.18184,1,0.37,0,0,0,0,0,0,0,0,0,0
